"Gene" "OTU" "query" "db" "genus" "class" "phylum"
"arsM" "OTU_1019" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"acr3" "OTU_0540" "Planctomycetes bacterium GWF2_50_10" "ncbi" NA NA "Planctomycetes"
"acr3" "OTU_0648" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0207" "Sorangium cellulosum So0157-2" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0886" "Intrasporangium chromatireducens Q5-1" "ncbi" "Intrasporangium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1015" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0008" "Bradyrhizobium oligotrophicum S58" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0068" "Bradyrhizobium sp. LTSP885" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0060" "Gemmatimonas sp. SM23_52" "ncbi" "Gemmatimonas" "Gemmatimonadetes" "Gemmatimonadetes"
"acr3" "OTU_0119" "Nitrospirae bacterium 13_1_40CM_4_62_6" "ncbi" NA NA "Nitrospirae"
"acr3" "OTU_0475" "Nocardia vulneris" "ncbi" "Nocardia" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0156" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0742" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"ClassB" "OTU_0092" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"acr3" "OTU_0464" "Ignavibacteria bacterium GWA2_55_11" "ncbi" NA "Ignavibacteria" "Ignavibacteriae"
"arsM" "OTU_0181" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0303" "Methanoculleus chikugoensis" "ncbi" "Methanoculleus" "Methanomicrobia" "Euryarchaeota"
"arsM" "OTU_0923" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"acr3" "OTU_0013" "Chelativorans sp. BNC1" "ncbi" "Chelativorans" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0109" "Acidithiobacillales bacterium SM23_46" "ncbi" NA "Acidithiobacillia" "Proteobacteria"
"acr3" "OTU_0298" "Anaeromyxobacter sp. PSR-1" "ncbi" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0557" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0044" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0258" "Candidatus Rokubacteria bacterium GWC2_70_24" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1005" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1032" "Candidatus Rokubacteria bacterium GWC2_70_16" "ncbi" NA NA "Candidatus Rokubacteria"
"arsA" "OTU_0211" "Candidatus Nitrososphaera gargensis Ga9.2" "ncbi" "Nitrososphaera" "Nitrososphaeria" "Thaumarchaeota"
"arsM" "OTU_0271" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0027" "Bradyrhizobium lablabi" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0222" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"intI" "OTU_0254" "Chloroflexi bacterium OLB14" "ncbi" NA NA "Chloroflexi"
"acr3" "OTU_0105" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"sul2" "OTU_0012" "Pseudomonas aeruginosa VRFPA04" "ncbi" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0143" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0454" "Nitrospirae bacterium GWD2_57_9" "ncbi" NA NA "Nitrospirae"
"acr3" "OTU_0614" "Thermoanaerobaculum aquaticum" "ncbi" "Thermoanaerobaculum" NA "Acidobacteria"
"arsA" "OTU_0231" "Rhodopirellula europaea 6C" "ncbi" "Rhodopirellula" "Planctomycetia" "Planctomycetes"
"arsCthio" "OTU_0005" "Bacillus sp. MUM 116" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0036" "Candidatus Methanoperedens sp. BLZ1" "ncbi" "Candidatus Methanoperedens" "Methanomicrobia" "Euryarchaeota"
"arsM" "OTU_0291" "Betaproteobacteria bacterium RBG_16_64_18" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0599" "Mycobacterium sp. NE-TNMC-100812" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"ClassB" "OTU_0173" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"intI" "OTU_0309" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"acr3" "OTU_0063" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0186" "Ignavibacteria bacterium GWA2_55_11" "ncbi" NA "Ignavibacteria" "Ignavibacteriae"
"acr3" "OTU_0299" "Armatimonadetes bacterium RBG_16_58_9" "ncbi" NA NA "Armatimonadetes"
"acr3" "OTU_0560" "Chloroflexi bacterium RBG_13_66_10" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0705" "Acidobacteria bacterium 13_1_40CM_4_58_4" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0734" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0790" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"intI" "OTU_0203" "Candidatus Accumulibacter sp. SK-02" "ncbi" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0237" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0432" "Omnitrophica bacterium RIFOXYB12_FULL_50_7" "ncbi" NA NA "Candidatus Omnitrophica"
"acr3" "OTU_0469" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" "ncbi" NA NA "Candidatus Handelsmanbacteria"
"arsM" "OTU_0751" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0118" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"intI" "OTU_0128" "Pseudomonas alcaligenes" "ncbi" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0260" "Verrucomicrobia bacterium SCN 57-15" "ncbi" NA NA "Verrucomicrobia"
"acr3" "OTU_0328" "Ignavibacteria bacterium GWA2_55_11" "ncbi" NA "Ignavibacteria" "Ignavibacteriae"
"acr3" "OTU_0389" "Singulisphaera acidiphila DSM 18658" "ncbi" "Singulisphaera" "Planctomycetia" "Planctomycetes"
"arsA" "OTU_0185" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0026" "Acidobacteriales bacterium 13_2_20CM_2_55_5" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0346" "Methanoculleus chikugoensis" "ncbi" "Methanoculleus" "Methanomicrobia" "Euryarchaeota"
"arsM" "OTU_0991" "Actinophytocola sp. 11-183" "ncbi" "Actinophytocola" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0092" "Lactococcus lactis subsp. lactis" "ncbi" "Lactococcus" "Bacilli" "Firmicutes"
"arsM" "OTU_0939" "Mycobacterium sp. NE-TNMC-100812" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1136" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1087" "Candidatus Fraserbacteria bacterium RBG_16_55_9" "ncbi" NA NA "Candidatus Fraserbacteria"
"arsM" "OTU_1244" "Roseiflexus castenholzii DSM 13941" "ncbi" "Roseiflexus" "Chloroflexia" "Chloroflexi"
"acr3" "OTU_0069" "Moorella mulderi DSM 14980" "ncbi" "Moorella" "Clostridia" "Firmicutes"
"acr3" "OTU_0407" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"arsM" "OTU_0005" "Streptomyces sp. cf386" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0119" "Intrasporangium chromatireducens Q5-1" "ncbi" "Intrasporangium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0601" "Candidatus Nitrosotalea devanaterra" "ncbi" "Candidatus Nitrosotalea" NA "Thaumarchaeota"
"vanX" "OTU_0066" "Rhodoplanes sp. Z2-YC6860" "ncbi" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria"
"aioA" "OTU_0044" "Mesorhizobium alhagi CCNWXJ12-2" "ncbi" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0227" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"arsM" "OTU_1106" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1064" "Lentisphaerae bacterium GWF2_45_14" "ncbi" NA NA "Lentisphaerae"
"arsM" "OTU_1057" "Actinobacteria bacterium 13_1_20CM_2_66_18" "ncbi" NA NA "Actinobacteria"
"ClassB" "OTU_0130" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"tolC" "OTU_0043" "Herbaspirillum sp. TSA66" "ncbi" "Noviherbaspirillum" "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0020" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"vanX" "OTU_0061" "Rhodoplanes sp. Z2-YC6860" "ncbi" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0292" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"acr3" "OTU_0393" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0500" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0077" "Nocardioides sp. Root122" "ncbi" "Nocardioides" "Actinobacteria" "Actinobacteria"
"tolC" "OTU_0048" "Betaproteobacteria bacterium SCGC AG-212-J23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0021" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0187" "Opitutus terrae PB90-1" "ncbi" "Opitutus" "Opitutae" "Verrucomicrobia"
"acr3" "OTU_0437" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"ClassA" "OTU_0012" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0066" "Collimonas arenae" "ncbi" "Collimonas" "Betaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0151" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0182" "Nitrosococcus halophilus Nc 4" "ncbi" "Nitrosococcus" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0087" "Solirubrobacterales bacterium 70-9" "ncbi" NA "Thermoleophilia" "Actinobacteria"
"acr3" "OTU_0525" "Cystobacter fuscus DSM 2262" "ncbi" "Cystobacter" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0324" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"arsM" "OTU_0572" "Streptomyces sp. MUSC 14" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0662" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1088" "Actinobacteria bacterium 13_1_20CM_2_66_18" "ncbi" NA NA "Actinobacteria"
"ClassA" "OTU_0081" "Rhodopseudomonas palustris TIE-1" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0028" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"acr3" "OTU_0548" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"ClassB" "OTU_0158" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"arsM" "OTU_1062" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1119" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1178" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"vanX" "OTU_0021" "Streptomyces sp. HGB0020" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0024" "Frankia sp. EAN1pec" "ncbi" "Frankia" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0603" "Thermoanaerobaculum aquaticum" "ncbi" "Thermoanaerobaculum" NA "Acidobacteria"
"arsM" "OTU_0231" "Armatimonadetes bacterium RBG_19FT_COMBO_69_19" "ncbi" NA NA "Armatimonadetes"
"arsM" "OTU_0466" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0044" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0222" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0447" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0519" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"arsM" "OTU_0629" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0840" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1146" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1277" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1159" "Candidatus Schekmanbacteria bacterium RBG_16_38_10" "ncbi" NA NA "Candidatus Schekmanbacteria"
"arsM" "OTU_1195" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1197" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0154" "Candidatus Accumulibacter sp. SK-02" "ncbi" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria"
"vanX" "OTU_0042" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"arsA" "OTU_0214" "Nocardioides dokdonensis FR1436" "ncbi" "Nocardioides" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0510" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_0785" "Acidobacteriales bacterium 59-55" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1038" "Hadesarchaea archaeon YNP_N21" "ncbi" NA "Hadesarchaea" "Euryarchaeota"
"arsM" "OTU_1258" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1202" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0028" "Bradyrhizobium retamae" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0014" "Caldilinea aerophila DSM 14535 = NBRC 104270" "ncbi" "Caldilinea" "Caldilineae" "Chloroflexi"
"acr3" "OTU_0410" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" "ncbi" NA NA "Candidatus Peregrinibacteria"
"arsM" "OTU_0112" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0120" "Singulisphaera acidiphila DSM 18658" "ncbi" "Singulisphaera" "Planctomycetia" "Planctomycetes"
"acr3" "OTU_0573" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0118" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0279" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0623" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37" "ncbi" NA NA "Candidatus Tectomicrobia"
"arsA" "OTU_0058" "Agrobacterium sp. RAC06" "ncbi" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0395" "Sphaerobacter thermophilus DSM 20745" "ncbi" "Sphaerobacter" "Thermomicrobia" "Chloroflexi"
"acr3" "OTU_0517" "Rhodospirillales bacterium URHD0017" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0539" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0600" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0129" "Rhodopirellula europaea 6C" "ncbi" "Rhodopirellula" "Planctomycetia" "Planctomycetes"
"arsM" "OTU_1262" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"acr3" "OTU_0145" "Actinobacteria bacterium RBG_16_68_12" "ncbi" NA NA "Actinobacteria"
"acr3" "OTU_0608" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"sul2" "OTU_0014" "Salmonella enterica subsp. enterica serovar Typhi" "ncbi" "Salmonella" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0456" "Dehalococcoidia bacterium SM23_28_1" "ncbi" NA "Dehalococcoidia" "Chloroflexi"
"arsA" "OTU_0001" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsA" "OTU_0052" "Peptococcaceae bacterium CEB3" "ncbi" NA "Clostridia" "Firmicutes"
"arsA" "OTU_0073" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0011" "Bacteroidetes bacterium RIFOXYA12_FULL_33_9" "ncbi" NA NA "Bacteroidetes"
"arsM" "OTU_0382" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0994" "Streptomyces cellostaticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0085" "Sinorhizobium saheli" "ncbi" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0333" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0583" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1272" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1183" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"ClassA" "OTU_0022" "Hyphomicrobium sp. MC1" "ncbi" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0282" "Mycobacterium kansasii" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0284" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0329" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0477" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0549" "Nitrospirae bacterium RBG_19FT_COMBO_58_9" "ncbi" NA NA "Nitrospirae"
"arsM" "OTU_0300" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0123" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"arsM" "OTU_0986" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0091" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0038" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0173" "Candidatus Desulfofervidus auxilii" "ncbi" "Candidatus Desulfofervidus" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0476" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0076" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"vanX" "OTU_0064" "Streptomyces sp. HGB0020" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0373" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"acr3" "OTU_0605" "Candidatus Methylomirabilis oxyfera" "ncbi" "Candidatus Methylomirabilis" NA "candidate division NC10"
"acr3" "OTU_0626" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0003" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsCthio" "OTU_0093" "Bacillus mycoides" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"ClassB" "OTU_0026" "Dyella jiangningensis" "ncbi" "Dyella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0009" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"tolC" "OTU_0001" "Gallionella capsiferriformans ES-2" "ncbi" "Gallionella" "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0030" "Paenibacillus thiaminolyticus" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0177" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0558" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0617" "Sphaerobacter thermophilus DSM 20745" "ncbi" "Sphaerobacter" "Thermomicrobia" "Chloroflexi"
"arsM" "OTU_0873" "Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14" "ncbi" NA NA "Candidatus Atribacteria"
"arsM" "OTU_1242" "Amycolatopsis methanolica 239" "ncbi" "Amycolatopsis" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1271" "Dehalogenimonas sp. WBC-2" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0239" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0763" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"arsM" "OTU_0711" "Actinobacteria bacterium OV320" "ncbi" NA "Actinobacteria" "Actinobacteria"
"ClassB" "OTU_0094" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0166" "Alicycliphilus sp. B1" "ncbi" "Alicycliphilus" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0317" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"arsM" "OTU_0187" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"arsM" "OTU_0912" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0029" "Candidatus Rokubacteria bacterium GWA2_70_23" "ncbi" NA NA "Candidatus Rokubacteria"
"vanA" "OTU_0014" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0588" "Syntrophus sp. RIFOXYC2_FULL_54_9" "ncbi" "Syntrophus" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0581" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0640" "Verrucomicrobia bacterium SCN 57-15" "ncbi" NA NA "Verrucomicrobia"
"intI" "OTU_0083" "Thiotrichales bacterium SG8_50" "ncbi" NA "Gammaproteobacteria" "Proteobacteria"
"arsM" "OTU_0316" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0405" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0567" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1139" "Candidatus Aminicenantes bacterium RBG_13_59_9" "ncbi" NA NA "Candidatus Aminicenantes"
"arsA" "OTU_0014" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0521" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
