"db" "query" "genus" "order" "family" "class" "phylum" "Organism"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Gemmatimonadetes bacterium 13_1_40CM_3_69_22" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_1_40CM_3_69_22"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Streptomyces phaeopurpureus" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces phaeopurpureus"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_24" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_24"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_67_14b"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_62_13"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_24" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_24"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Singulisphaera acidiphila DSM 18658" "Singulisphaera" "Planctomycetales" "Isosphaeraceae" "Planctomycetia" "Planctomycetes" "Singulisphaera acidiphila DSM 18658"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_02_67_12"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Gemmatimonadetes bacterium 13_1_40CM_66_11" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_1_40CM_66_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium 13_1_40CM_65_14" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_65_14"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_02_FULL_72_37"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Micrococcales" "Intrasporangiaceae" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_2_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_2_55_5"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Chloroflexi bacterium RBG_16_68_14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_68_14"
"ncbi" "Magnetospirillum marisnigri" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum marisnigri"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "hydrocarbon metagenome" NA NA NA NA NA "hydrocarbon metagenome"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_61_5" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_61_5"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_55_15" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_55_15"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_60_9" NA NA NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_60_9"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Micrococcales" "Intrasporangiaceae" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Rhodopseudomonas palustris CGA009" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris CGA009"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Acidobacteria bacterium 13_1_20CM_4_57_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_4_57_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Streptomyces sp. Ncost-T6T-2b" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. Ncost-T6T-2b"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Niastella koreensis GR20-10" "Niastella" "Chitinophagales" "Chitinophagaceae" "Chitinophagia" "Bacteroidetes" "Niastella koreensis GR20-10"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteria bacterium 13_2_20CM_58_27" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_2_20CM_58_27"
"ncbi" "Microlunatus phosphovorus NM-1" "Microlunatus" "Propionibacteriales" "Propionibacteriaceae" "Actinobacteria" "Actinobacteria" "Microlunatus phosphovorus NM-1"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Rhodospirillales" "Rhodospirillaceae" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Mycobacterium sp. NE-TNMC-100812" "Mycobacterium" "Corynebacteriales" "Mycobacteriaceae" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. NE-TNMC-100812"
"ncbi" "Acidobacteria bacterium 13_1_40CM_65_14" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_65_14"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_60_7" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_60_7"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Fimbriimonas ginsengisoli Gsoil 348" "Fimbriimonas" "Fimbriimonadales" "Fimbriimonadaceae" "Fimbriimonadia" "Armatimonadetes" "Fimbriimonas ginsengisoli Gsoil 348"
"ncbi" "Acidobacteria bacterium 13_1_20CM_2_65_9" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_20CM_2_65_9"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Microlunatus phosphovorus NM-1" "Microlunatus" "Propionibacteriales" "Propionibacteriaceae" "Actinobacteria" "Actinobacteria" "Microlunatus phosphovorus NM-1"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Betaproteobacteria bacterium RBG_16_64_18" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RBG_16_64_18"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriales" "Acidobacteriaceae" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Rhodomicrobium udaipurense JA643" "Rhodomicrobium" "Rhizobiales" "Hyphomicrobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodomicrobium udaipurense JA643"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Fimbriimonas ginsengisoli Gsoil 348" "Fimbriimonas" "Fimbriimonadales" "Fimbriimonadaceae" "Fimbriimonadia" "Armatimonadetes" "Fimbriimonas ginsengisoli Gsoil 348"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Streptomyces sp. MUSC 14" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces sp. MUSC 14"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Acidobacteriales bacterium 13_2_20CM_55_8" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_2_20CM_55_8"
"ncbi" "Actinobacteria bacterium 13_1_20CM_2_66_18" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_2_66_18"
"ncbi" "Acidobacteria bacterium 13_1_40CM_4_58_4" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_4_58_4"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_67_28" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_67_28"
"ncbi" "Paenibacillus peoriae" "Paenibacillus" "Bacillales" "Paenibacillaceae" "Bacilli" "Firmicutes" "Paenibacillus peoriae"
"ncbi" "Acidobacteria bacterium SCGC AG-212-P17" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium SCGC AG-212-P17"
"ncbi" "Deltaproteobacteria bacterium GWC2_65_14" NA NA NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium GWC2_65_14"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacterales" "Ktedonobacteraceae" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Chloroflexi bacterium 13_1_40CM_55_7" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium 13_1_40CM_55_7"
"ncbi" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" NA NA NA NA "Candidatus Peregrinibacteria" "Candidatus Peregrinibacteria bacterium CG1_02_54_53"
"ncbi" "Rhodopseudomonas pseudopalustris" "Rhodopseudomonas" "Rhizobiales" "Bradyrhizobiaceae" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas pseudopalustris"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" NA NA NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11"
"ncbi" "Acidobacteriales bacterium 13_1_40CM_3_55_5" NA "Acidobacteriales" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 13_1_40CM_3_55_5"
"ncbi" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium RIFCSPLOWO2_12_FULL_73_47"
"ncbi" "Microlunatus phosphovorus NM-1" "Microlunatus" "Propionibacteriales" "Propionibacteriaceae" "Actinobacteria" "Actinobacteria" "Microlunatus phosphovorus NM-1"
"ncbi" "Actinobacteria bacterium 13_1_20CM_3_68_9" NA NA NA NA "Actinobacteria" "Actinobacteria bacterium 13_1_20CM_3_68_9"
"ncbi" "Streptomyces phaeopurpureus" "Streptomyces" "Streptomycetales" "Streptomycetaceae" "Actinobacteria" "Actinobacteria" "Streptomyces phaeopurpureus"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_16" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_16"
"ncbi" "Chloroflexi bacterium RBG_16_68_14" NA NA NA NA "Chloroflexi" "Chloroflexi bacterium RBG_16_68_14"
"ncbi" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11" NA NA NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium 13_2_20CM_2_70_11"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" NA NA NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14"
