"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Acidovorax ebreus TPSY" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax ebreus TPSY"
"ncbi" "Sulfuricaulis limicola" "Sulfuricaulis" "Gammaproteobacteria" "Proteobacteria" "Sulfuricaulis limicola"
"ncbi" "Serratia marcescens" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia marcescens"
"ncbi" "Nitrococcus mobilis Nb-231" "Nitrococcus" "Gammaproteobacteria" "Proteobacteria" "Nitrococcus mobilis Nb-231"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Propionivibrio sp. S1" "Propionivibrio" "Betaproteobacteria" "Proteobacteria" "Propionivibrio sp. S1"
"ncbi" "Halothiobacillus sp. LS2" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria" "Halothiobacillus sp. LS2"
"ncbi" "Marichromatium purpuratum 984" "Marichromatium" "Gammaproteobacteria" "Proteobacteria" "Marichromatium purpuratum 984"
"ncbi" "Pleurocapsa sp. PCC 7327" "Pleurocapsa" NA "Cyanobacteria" "Pleurocapsa sp. PCC 7327"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Clostridium sp. MLG480" "Clostridium" "Clostridia" "Firmicutes" "Clostridium sp. MLG480"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Catenulispora acidiphila DSM 44928" "Catenulispora" "Actinobacteria" "Actinobacteria" "Catenulispora acidiphila DSM 44928"
"ncbi" "Streptomyces lincolnensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces lincolnensis"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Actinobacteria bacterium 69-20" NA "Actinobacteria" "Actinobacteria" "Actinobacteria bacterium 69-20"
"ncbi" "Intrasporangium calvum DSM 43043" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium calvum DSM 43043"
"ncbi" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21" NA NA "Candidatus Dadabacteria" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Kutzneria albida DSM 43870" "Kutzneria" "Actinobacteria" "Actinobacteria" "Kutzneria albida DSM 43870"
"ncbi" "Modestobacter sp. DSM 44400" "Modestobacter" "Actinobacteria" "Actinobacteria" "Modestobacter sp. DSM 44400"
"ncbi" "Thermacetogenium phaeum DSM 12270" "Thermacetogenium" "Clostridia" "Firmicutes" "Thermacetogenium phaeum DSM 12270"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Modestobacter caceresii" "Modestobacter" "Actinobacteria" "Actinobacteria" "Modestobacter caceresii"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Mycobacterium tuberculosis" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium tuberculosis"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Chloroflexi bacterium 44-23" NA NA "Chloroflexi" "Chloroflexi bacterium 44-23"
"ncbi" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30" NA NA "Candidatus Aminicenantes" "Candidatus Aminicenantes bacterium RBG_19FT_COMBO_65_30"
"ncbi" "Planctomycetes bacterium GWF2_50_10" NA NA "Planctomycetes" "Planctomycetes bacterium GWF2_50_10"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Micromonospora sp. NRRL B-16802" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora sp. NRRL B-16802"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Nocardioides sp. Soil777" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Soil777"
"ncbi" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37" NA NA "Candidatus Tectomicrobia" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37"
"ncbi" "Bacillus niacini" "Bacillus" "Bacilli" "Firmicutes" "Bacillus niacini"
"ncbi" "Anaerolineae bacterium CG2_30_64_16" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG2_30_64_16"
"ncbi" "Planctomycetales bacterium 71-10" NA "Planctomycetia" "Planctomycetes" "Planctomycetales bacterium 71-10"
"ncbi" "Kocuria rhizophila" "Kocuria" "Actinobacteria" "Actinobacteria" "Kocuria rhizophila"
"ncbi" "Micromonospora coriariae" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora coriariae"
"ncbi" "Streptomyces iranensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces iranensis"
"ncbi" "Patulibacter medicamentivorans" "Patulibacter" "Thermoleophilia" "Actinobacteria" "Patulibacter medicamentivorans"
"ncbi" "Bacillus sp. VT-16-70" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. VT-16-70"
"ncbi" "Mycobacterium parascrofulaceum ATCC BAA-614" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium parascrofulaceum ATCC BAA-614"
"ncbi" "Micromonospora lupini str. Lupac 08" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora lupini str. Lupac 08"
"ncbi" "Nocardioides sp. Leaf307" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Leaf307"
"ncbi" "Bacteroidetes bacterium 46-16" NA NA "Bacteroidetes" "Bacteroidetes bacterium 46-16"
"ncbi" "Nonomuraea pusilla" "Nonomuraea" "Actinobacteria" "Actinobacteria" "Nonomuraea pusilla"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Rhodanobacter sp. Soil772" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Soil772"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Streptomyces cattleya NRRL 8057 = DSM 46488" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces cattleya NRRL 8057 = DSM 46488"
"ncbi" "Tetrasphaera australiensis Ben110" "Tetrasphaera" "Actinobacteria" "Actinobacteria" "Tetrasphaera australiensis Ben110"
"ncbi" "Chthonomonas calidirosea T49" "Chthonomonas" "Chthonomonadetes" "Armatimonadetes" "Chthonomonas calidirosea T49"
"ncbi" "Micromonospora saelicesensis" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora saelicesensis"
"ncbi" "Nocardioides szechwanensis" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides szechwanensis"
"ncbi" "Armatimonadetes bacterium RBG_16_67_12" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_67_12"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10" NA NA "Candidatus Handelsmanbacteria" "Candidatus Handelsmanbacteria bacterium RIFCSPLOWO2_12_FULL_64_10"
"ncbi" "Streptomyces sp. PRh5" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces sp. PRh5"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Streptomyces lydicus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces lydicus"
"ncbi" "Micromonospora matsumotoense" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora matsumotoense"
"ncbi" "Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_64_12" NA "Betaproteobacteria" "Proteobacteria" "Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_64_12"
"ncbi" "Solirubrobacterales bacterium 70-9" NA "Thermoleophilia" "Actinobacteria" "Solirubrobacterales bacterium 70-9"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Nitrospirae bacterium CG2_30_41_42" NA NA "Nitrospirae" "Nitrospirae bacterium CG2_30_41_42"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Pelotomaculum thermopropionicum SI" "Pelotomaculum" "Clostridia" "Firmicutes" "Pelotomaculum thermopropionicum SI"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"
"ncbi" "Burkholderia multivorans ATCC 17616" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia multivorans ATCC 17616"
"ncbi" "Rhodospirillales bacterium URHD0017" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium URHD0017"
"ncbi" "Mycobacterium senegalense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium senegalense"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Streptomyces sp. KE1" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces sp. KE1"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "miscellaneous Crenarchaeota group archaeon SMTZ-80" NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group archaeon SMTZ-80"
"ncbi" "Streptomyces misionensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces misionensis"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Roseomonas cervicalis ATCC 49957" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas cervicalis ATCC 49957"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Acidimicrobium ferrooxidans DSM 10331" "Acidimicrobium" "Acidimicrobiia" "Actinobacteria" "Acidimicrobium ferrooxidans DSM 10331"
"ncbi" "Sulfobacillus acidophilus TPY" "Sulfobacillus" "Clostridia" "Firmicutes" "Sulfobacillus acidophilus TPY"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Acidibacillus ferrooxidans" "Acidibacillus" "Bacilli" "Firmicutes" "Acidibacillus ferrooxidans"
"ncbi" "Alicyclobacillus hesperidum URH17-3-68" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus hesperidum URH17-3-68"
"ncbi" "Massilia sp. WG5" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Sphingomonas sp. Leaf5" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf5"
"ncbi" "Sphingomonas taxi" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas taxi"
"ncbi" "Rhodopseudomonas sp. AAP120" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas sp. AAP120"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Xanthobacter autotrophicus Py2" "Xanthobacter" "Alphaproteobacteria" "Proteobacteria" "Xanthobacter autotrophicus Py2"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Enterobacter asburiae L1" "Enterobacter" "Gammaproteobacteria" "Proteobacteria" "Enterobacter asburiae L1"
"ncbi" "Azospirillum sp. B510" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum sp. B510"
"ncbi" "Methylobacterium aquaticum" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium aquaticum"
"ncbi" "Salinicola sp. MH3R3-1" "Salinicola" "Gammaproteobacteria" "Proteobacteria" "Salinicola sp. MH3R3-1"
"ncbi" "Methylocapsa palsarum" "Methylocapsa" "Alphaproteobacteria" "Proteobacteria" "Methylocapsa palsarum"
"ncbi" "Mycobacterium kyorinense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kyorinense"
"ncbi" "Rhodanobacter sp. SCN 66-43" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 66-43"
"ncbi" "Methylobacterium sp. 174MFSha1.1" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. 174MFSha1.1"
"ncbi" "Thioalkalivibrio sp. K90mix" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sp. K90mix"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Frateuria terrea" "Frateuria" "Gammaproteobacteria" "Proteobacteria" "Frateuria terrea"
"ncbi" "Mycobacterium shimoidei" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium shimoidei"
"ncbi" "Methylocella silvestris BL2" "Methylocella" "Alphaproteobacteria" "Proteobacteria" "Methylocella silvestris BL2"
"ncbi" "Bradyrhizobium sp." "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp."
"ncbi" "Oceanibulbus sp. HI0023" "Sulfitobacter" "Alphaproteobacteria" "Proteobacteria" "Oceanibulbus sp. HI0023"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pseudomonas sp. 21" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. 21"
"ncbi" "Bacillus niacini" "Bacillus" "Bacilli" "Firmicutes" "Bacillus niacini"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Lactobacillus senioris DSM 24302 = JCM 17472" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus senioris DSM 24302 = JCM 17472"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Bacillus sp. MUM 116" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. MUM 116"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Bacillus vireti LMG 21834" "Bacillus" "Bacilli" "Firmicutes" "Bacillus vireti LMG 21834"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Thiobacillus sp. 65-29" "Thiobacillus" "Betaproteobacteria" "Proteobacteria" "Thiobacillus sp. 65-29"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Rhodopseudomonas palustris BisB5" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris BisB5"
"ncbi" "Geodermatophilus sp. DSM 44208" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus sp. DSM 44208"
"ncbi" "Geodermatophilus brasiliensis" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus brasiliensis"
"ncbi" "hydrocarbon metagenome" NA NA NA "hydrocarbon metagenome"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Candidatus Rokubacteria bacterium GWA2_70_23" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWA2_70_23"
"ncbi" "Mycobacterium parascrofulaceum ATCC BAA-614" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium parascrofulaceum ATCC BAA-614"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Humibacillus sp. DSM 29435" "Humibacillus" "Actinobacteria" "Actinobacteria" "Humibacillus sp. DSM 29435"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_16" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_16"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Steroidobacter denitrificans" "Steroidobacter" "Gammaproteobacteria" "Proteobacteria" "Steroidobacter denitrificans"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Cryptosporangium arvum DSM 44712" "Cryptosporangium" "Actinobacteria" "Actinobacteria" "Cryptosporangium arvum DSM 44712"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Actinobacteria bacterium DSM 45722" NA "Actinobacteria" "Actinobacteria" "Actinobacteria bacterium DSM 45722"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Friedmanniella flava" "Friedmanniella" "Actinobacteria" "Actinobacteria" "Friedmanniella flava"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Roseomonas mucosa" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas mucosa"
"ncbi" "Streptomyces decoyicus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces decoyicus"
"ncbi" "Rhodospirillum rubrum ATCC 11170" "Rhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum rubrum ATCC 11170"
"ncbi" "Rhodanobacter spathiphylli B39" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter spathiphylli B39"
"ncbi" "Granulicella mallensis MP5ACTX8" "Granulicella" "Acidobacteriia" "Acidobacteria" "Granulicella mallensis MP5ACTX8"
"ncbi" "Frateuria sp. Soil773" "Frateuria" "Gammaproteobacteria" "Proteobacteria" "Frateuria sp. Soil773"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Burkholderia sp. Leaf177" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. Leaf177"
"ncbi" "Dyella thiooxydans" "Dyella" "Gammaproteobacteria" "Proteobacteria" "Dyella thiooxydans"
"ncbi" "Candidatus Nitrospira nitrificans" "Nitrospira" "Nitrospira" "Nitrospirae" "Candidatus Nitrospira nitrificans"
"ncbi" "Rhodanobacter spathiphylli B39" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter spathiphylli B39"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Halothiobacillus sp. LS2" "Halothiobacillus" "Gammaproteobacteria" "Proteobacteria" "Halothiobacillus sp. LS2"
"ncbi" "Chryseobacterium sp. FH2" "Chryseobacterium" "Flavobacteriia" "Bacteroidetes" "Chryseobacterium sp. FH2"
"ncbi" "Paenibacillus jilunlii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus jilunlii"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Frankia sp. EAN1pec" "Frankia" "Actinobacteria" "Actinobacteria" "Frankia sp. EAN1pec"
"ncbi" "Oxobacter pfennigii" "Oxobacter" "Clostridia" "Firmicutes" "Oxobacter pfennigii"
"ncbi" "Amycolatopsis orientalis HCCB10007" "Amycolatopsis" "Actinobacteria" "Actinobacteria" "Amycolatopsis orientalis HCCB10007"
"ncbi" "Desulfitobacterium hafniense DCB-2" "Desulfitobacterium" "Clostridia" "Firmicutes" "Desulfitobacterium hafniense DCB-2"
"ncbi" "Kibdelosporangium sp. MJ126-NF4" "Kibdelosporangium" "Actinobacteria" "Actinobacteria" "Kibdelosporangium sp. MJ126-NF4"
"ncbi" "Rhodoplanes sp. Z2-YC6860" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria" "Rhodoplanes sp. Z2-YC6860"
"ncbi" "Mycobacterium xenopi RIVM700367" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium xenopi RIVM700367"
"ncbi" "Saccharothrix espanaensis DSM 44229" "Saccharothrix" "Actinobacteria" "Actinobacteria" "Saccharothrix espanaensis DSM 44229"
"ncbi" "Mycobacterium sp. E1214" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium sp. E1214"
"ncbi" "Mycobacterium xenopi 4042" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium xenopi 4042"
"ncbi" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21" NA NA "Candidatus Dadabacteria" "Candidatus Dadabacteria bacterium RIFCSPHIGHO2_12_FULL_53_21"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Kutzneria albida DSM 43870" "Kutzneria" "Actinobacteria" "Actinobacteria" "Kutzneria albida DSM 43870"
"ncbi" "Mycobacterium kansasii" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kansasii"
"ncbi" "Rhodospirillales bacterium 69-11" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium 69-11"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "Nitrospirae bacterium 13_1_40CM_4_62_6" NA NA "Nitrospirae" "Nitrospirae bacterium 13_1_40CM_4_62_6"
"ncbi" "Armatimonadetes bacterium RBG_16_67_12" NA NA "Armatimonadetes" "Armatimonadetes bacterium RBG_16_67_12"
"ncbi" "Anaeromyxobacter sp. RBG_16_69_14" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. RBG_16_69_14"
"ncbi" "Candidatus Koribacter versatilis Ellin345" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria" "Candidatus Koribacter versatilis Ellin345"
"ncbi" "Agrobacterium radiobacter K84" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria" "Agrobacterium radiobacter K84"
"ncbi" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" NA "Alphaproteobacteria" "Proteobacteria" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11"
"ncbi" "Omnitrophica bacterium RIFOXYB12_FULL_50_7" NA NA "Candidatus Omnitrophica" "Omnitrophica bacterium RIFOXYB12_FULL_50_7"
"ncbi" "Hassallia byssoidea VB512170" "Hassallia" NA "Cyanobacteria" "Hassallia byssoidea VB512170"
"ncbi" "Anaeromyxobacter sp. PSR-1" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. PSR-1"
"ncbi" "Ignavibacteria bacterium GWA2_55_11" NA "Ignavibacteria" "Ignavibacteriae" "Ignavibacteria bacterium GWA2_55_11"
"ncbi" "Micromonospora matsumotoense" "Micromonospora" "Actinobacteria" "Actinobacteria" "Micromonospora matsumotoense"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Acidobacteria bacterium DSM 100886" "Luteitalea" NA "Acidobacteria" "Acidobacteria bacterium DSM 100886"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Acidobacterium capsulatum ATCC 51196" "Acidobacterium" "Acidobacteriia" "Acidobacteria" "Acidobacterium capsulatum ATCC 51196"
