"Gene" "OTU" "query" "db" "genus" "class" "phylum"
"arsM" "OTU_1415" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1609" "Roseiflexus castenholzii DSM 13941" "ncbi" "Roseiflexus" "Chloroflexia" "Chloroflexi"
"arsM" "OTU_1576" "Acidobacteria bacterium SCGC AG-212-P17" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0460" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"arsM" "OTU_0205" "Streptomyces sp. cf386" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1600" "Methanoculleus chikugoensis" "ncbi" "Methanoculleus" "Methanomicrobia" "Euryarchaeota"
"arsM" "OTU_0042" "Intrasporangium chromatireducens Q5-1" "ncbi" "Intrasporangium" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0460" "Candidatus Nitrosotalea devanaterra" "ncbi" "Candidatus Nitrosotalea" NA "Thaumarchaeota"
"vanX" "OTU_0075" "Rhodoplanes sp. Z2-YC6860" "ncbi" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0584" "Saccharopolyspora antimicrobica" "ncbi" "Saccharopolyspora" "Actinobacteria" "Actinobacteria"
"aioA" "OTU_0099" "Mesorhizobium alhagi CCNWXJ12-2" "ncbi" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1274" "Actinobacteria bacterium 13_1_20CM_2_66_18" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_1353" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1288" "Lentisphaerae bacterium GWF2_45_14" "ncbi" NA NA "Lentisphaerae"
"ClassB" "OTU_0130" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"tolC" "OTU_0053" "Herbaspirillum sp. TSA66" "ncbi" "Noviherbaspirillum" "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0023" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"vanX" "OTU_0068" "Rhodoplanes sp. Z2-YC6860" "ncbi" "Rhodoplanes" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0244" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"acr3" "OTU_0438" "Candidatus Koribacter versatilis Ellin345" "ncbi" "Candidatus Koribacter" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0636" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0054" "Nocardioides sp. Root122" "ncbi" "Nocardioides" "Actinobacteria" "Actinobacteria"
"arsA" "OTU_0066" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"intI" "OTU_0337" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"tolC" "OTU_0060" "Betaproteobacteria bacterium SCGC AG-212-J23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0024" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0097" "Opitutus terrae PB90-1" "ncbi" "Opitutus" "Opitutae" "Verrucomicrobia"
"acr3" "OTU_0513" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_0015" "Candidatus Methanoperedens sp. BLZ1" "ncbi" "Candidatus Methanoperedens" "Methanomicrobia" "Euryarchaeota"
"arsM" "OTU_0093" "Candidatus Muproteobacteria bacterium RBG_16_60_9" "ncbi" NA "Candidatus Muproteobacteria" "Proteobacteria"
"arsM" "OTU_1549" "Streptomyces sp. cf386" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0004" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0072" "Collimonas arenae" "ncbi" "Collimonas" "Betaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0157" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0184" "Nitrosococcus halophilus Nc 4" "ncbi" "Nitrosococcus" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0671" "Cystobacter fuscus DSM 2262" "ncbi" "Cystobacter" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0758" "Solirubrobacterales bacterium 70-9" "ncbi" NA "Thermoleophilia" "Actinobacteria"
"arsM" "OTU_0419" "Streptomyces sp. MUSC 14" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0553" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0574" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0964" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"arsM" "OTU_0182" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1325" "Actinobacteria bacterium 13_1_20CM_2_66_18" "ncbi" NA NA "Actinobacteria"
"ClassA" "OTU_0089" "Rhodopseudomonas palustris TIE-1" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0194" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"acr3" "OTU_0711" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"ClassB" "OTU_0166" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"acr3" "OTU_0158" "Acidobacteria bacterium DSM 100886" "ncbi" "Luteitalea" NA "Acidobacteria"
"arsM" "OTU_0589" "Streptomyces sp. Ncost-T6T-2b" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1285" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0003" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0560" "Dehalogenimonas sp. WBC-2" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_1378" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1490" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"vanX" "OTU_0069" "Streptomyces sp. HGB0020" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"vanX" "OTU_0009" "Frankia sp. EAN1pec" "ncbi" "Frankia" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0152" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0821" "Thermoanaerobaculum aquaticum" "ncbi" "Thermoanaerobaculum" NA "Acidobacteria"
"arsM" "OTU_0230" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0947" "Armatimonadetes bacterium RBG_19FT_COMBO_69_19" "ncbi" NA NA "Armatimonadetes"
"arsM" "OTU_1733" "Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_58_28" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0043" "Methylocella silvestris BL2" "ncbi" "Methylocella" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0048" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0139" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0532" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0816" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0001" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0322" "Fimbriimonas ginsengisoli Gsoil 348" "ncbi" "Fimbriimonas" "Fimbriimonadia" "Armatimonadetes"
"arsM" "OTU_0509" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0896" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1524" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1527" "Rhodopseudomonas pseudopalustris" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1438" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1457" "Candidatus Schekmanbacteria bacterium RBG_16_38_10" "ncbi" NA NA "Candidatus Schekmanbacteria"
"arsM" "OTU_1674" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"intI" "OTU_0148" "Candidatus Accumulibacter sp. SK-02" "ncbi" "Candidatus Accumulibacter" "Betaproteobacteria" "Proteobacteria"
"vanX" "OTU_0033" "Kibdelosporangium sp. MJ126-NF4" "ncbi" "Kibdelosporangium" "Actinobacteria" "Actinobacteria"
"arsA" "OTU_0250" "Nocardioides dokdonensis FR1436" "ncbi" "Nocardioides" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0157" "Ktedonobacter racemifer DSM 44963" "ncbi" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi"
"arsM" "OTU_0311" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_0795" "Acidobacteriales bacterium 59-55" "ncbi" NA "Acidobacteriia" "Acidobacteria"
"arsM" "OTU_1235" "Hadesarchaea archaeon YNP_N21" "ncbi" NA "Hadesarchaea" "Euryarchaeota"
"arsM" "OTU_1535" "Betaproteobacteria bacterium RIFCSPLOWO2_02_64_14" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_1632" "Acidobacteria bacterium 13_1_20CM_2_65_9" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0020" "Bradyrhizobium retamae" "ncbi" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0464" "Candidatus Peregrinibacteria bacterium CG1_02_54_53" "ncbi" NA NA "Candidatus Peregrinibacteria"
"arsM" "OTU_0403" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0760" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0416" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0743" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0216" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0863" "Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37" "ncbi" NA NA "Candidatus Tectomicrobia"
"arsA" "OTU_0032" "Agrobacterium sp. RAC06" "ncbi" "Agrobacterium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0442" "Sphaerobacter thermophilus DSM 20745" "ncbi" "Sphaerobacter" "Thermomicrobia" "Chloroflexi"
"acr3" "OTU_0663" "Rhodospirillales bacterium URHD0017" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0695" "Acidobacterium capsulatum ATCC 51196" "ncbi" "Acidobacterium" "Acidobacteriia" "Acidobacteria"
"acr3" "OTU_0809" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0125" "Rhodopirellula europaea 6C" "ncbi" "Rhodopirellula" "Planctomycetia" "Planctomycetes"
"arsM" "OTU_1638" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"acr3" "OTU_0835" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"sul2" "OTU_0016" "Salmonella enterica subsp. enterica serovar Typhi" "ncbi" "Salmonella" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0547" "Dehalococcoidia bacterium SM23_28_1" "ncbi" NA "Dehalococcoidia" "Chloroflexi"
"arsA" "OTU_0024" "Peptococcaceae bacterium CEB3" "ncbi" NA "Clostridia" "Firmicutes"
"arsA" "OTU_0050" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"arsA" "OTU_0187" "Rhodopirellula europaea 6C" "ncbi" "Rhodopirellula" "Planctomycetia" "Planctomycetes"
"arsM" "OTU_0004" "Bacteroidetes bacterium RIFOXYA12_FULL_33_9" "ncbi" NA NA "Bacteroidetes"
"arsM" "OTU_1168" "Streptomyces cellostaticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1624" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"ClassA" "OTU_0095" "Sinorhizobium saheli" "ncbi" "Sinorhizobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0334" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0780" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1501" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1661" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"ClassA" "OTU_0013" "Hyphomicrobium sp. MC1" "ncbi" "Hyphomicrobium" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0225" "Mycobacterium kansasii" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0228" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_68_18" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0329" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0589" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"acr3" "OTU_0712" "Nitrospirae bacterium RBG_19FT_COMBO_58_9" "ncbi" NA NA "Nitrospirae"
"arsM" "OTU_0130" "Betaproteobacteria bacterium RIFCSPLOWO2_12_FULL_64_23" "ncbi" NA "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0778" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"ClassB" "OTU_0119" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"arsM" "OTU_0524" "Candidatus Rokubacteria bacterium GWC2_70_16" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1219" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1154" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0101" "Rhodopseudomonas palustris BisB18" "ncbi" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria"
"ClassB" "OTU_0022" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0172" "Candidatus Desulfofervidus auxilii" "ncbi" "Candidatus Desulfofervidus" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0588" "Sorangium cellulosum" "ncbi" "Sorangium" "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0783" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"tolC" "OTU_0019" "Gallionella capsiferriformans ES-2" "ncbi" "Gallionella" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0029" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_66_21" "ncbi" NA NA "Acidobacteria"
"vanX" "OTU_0073" "Streptomyces sp. HGB0020" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0406" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"acr3" "OTU_0825" "Candidatus Methylomirabilis oxyfera" "ncbi" "Candidatus Methylomirabilis" NA "candidate division NC10"
"acr3" "OTU_0867" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_1441" "Streptomyces phaeopurpureus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"acr3" "OTU_0693" "Acidobacteria bacterium SCN 69-37" "ncbi" NA NA "Acidobacteria"
"arsA" "OTU_0219" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsCthio" "OTU_0099" "Bacillus mycoides" "ncbi" "Bacillus" "Bacilli" "Firmicutes"
"intI" "OTU_0002" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"intI" "OTU_0342" "Methylobacillus flagellatus KT" "ncbi" "Methylobacillus" "Betaproteobacteria" "Proteobacteria"
"tolC" "OTU_0002" "Gallionella capsiferriformans ES-2" "ncbi" "Gallionella" "Betaproteobacteria" "Proteobacteria"
"vanA" "OTU_0034" "Paenibacillus thiaminolyticus" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"arsM" "OTU_0393" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0489" "Sphaerobacter thermophilus DSM 20745" "ncbi" "Sphaerobacter" "Thermomicrobia" "Chloroflexi"
"arsM" "OTU_0550" "Microlunatus phosphovorus NM-1" "ncbi" "Microlunatus" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0963" "Candidatus Atribacteria bacterium RBG_19FT_COMBO_35_14" "ncbi" NA NA "Candidatus Atribacteria"
"arsM" "OTU_1653" "Dehalogenimonas sp. WBC-2" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_1605" "Amycolatopsis methanolica 239" "ncbi" "Amycolatopsis" "Actinobacteria" "Actinobacteria"
"tolC" "OTU_0052" "Gallionella capsiferriformans ES-2" "ncbi" "Gallionella" "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_0681" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0664" "Actinobacteria bacterium OV320" "ncbi" NA "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0753" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"ClassB" "OTU_0087" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"intI" "OTU_0161" "Alicycliphilus sp. B1" "ncbi" "Alicycliphilus" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0176" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"acr3" "OTU_0305" "Armatimonadetes bacterium RBG_16_67_12" "ncbi" NA NA "Armatimonadetes"
"arsA" "OTU_0002" "Burkholderia vietnamiensis" "ncbi" "Burkholderia" "Betaproteobacteria" "Proteobacteria"
"arsM" "OTU_1034" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1029" "miscellaneous Crenarchaeota group-1 archaeon SG8-32-1" "ncbi" NA NA "Candidatus Bathyarchaeota"
"acr3" "OTU_0041" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0245" "Candidatus Rokubacteria bacterium GWA2_70_23" "ncbi" NA NA "Candidatus Rokubacteria"
"vanA" "OTU_0014" "Paenibacillus jilunlii" "ncbi" "Paenibacillus" "Bacilli" "Firmicutes"
"acr3" "OTU_0786" "Syntrophus sp. RIFOXYC2_FULL_54_9" "ncbi" "Syntrophus" "Deltaproteobacteria" "Proteobacteria"
"arsM" "OTU_0430" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"acr3" "OTU_0890" "Verrucomicrobia bacterium SCN 57-15" "ncbi" NA NA "Verrucomicrobia"
"acr3" "OTU_0272" "Deltaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_43_49" "ncbi" NA "Deltaproteobacteria" "Proteobacteria"
"intI" "OTU_0055" "Thiotrichales bacterium SG8_50" "ncbi" NA "Gammaproteobacteria" "Proteobacteria"
"arsM" "OTU_0410" "Acidobacteria bacterium 13_1_20CM_2_68_7" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0949" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1381" "Acidobacteria bacterium RIFCSPLOWO2_12_FULL_59_11" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_1419" "Candidatus Aminicenantes bacterium RBG_13_59_9" "ncbi" NA NA "Candidatus Aminicenantes"
"arsA" "OTU_0059" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_0327" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0580" "Chloroflexi bacterium RBG_16_70_13" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_0581" "Candidatus Rokubacteria bacterium 13_1_40CM_3_69_38" "ncbi" NA NA "Candidatus Rokubacteria"
"arsM" "OTU_1158" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"ClassB" "OTU_0009" "Dyella jiangningensis" "ncbi" "Dyella" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0643" "Verrucomicrobia bacterium 61-8" "ncbi" NA NA "Verrucomicrobia"
"arsM" "OTU_0367" "Actinobacteria bacterium 13_2_20CM_2_66_6" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_1111" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassB" "OTU_0032" "Legionella hackeliae" "ncbi" "Legionella" "Gammaproteobacteria" "Proteobacteria"
"acr3" "OTU_0261" "Methylosinus sp. 3S-1" "ncbi" "Methylosinus" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1241" "Bellilinea caldifistulae" "ncbi" "Bellilinea" "Anaerolineae" "Chloroflexi"
"intI" "OTU_0279" "Methylobacillus flagellatus KT" "ncbi" "Methylobacillus" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0193" "Emmonsia parva UAMH 139" "ncbi" "Emmonsia" "Eurotiomycetes" "Ascomycota"
"acr3" "OTU_0794" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" "ncbi" NA NA "Acidobacteria"
"arsM" "OTU_0999" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1058" "Streptomyces antibioticus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1637" "Omnitrophica WOR_2 bacterium RBG_13_44_8b" "ncbi" NA NA "Candidatus Omnitrophica"
"ClassB" "OTU_0077" "Candidatus Solibacter usitatus Ellin6076" "ncbi" "Candidatus Solibacter" "Solibacteres" "Acidobacteria"
"acr3" "OTU_0368" "Alphaproteobacteria bacterium 13_1_20CM_4_65_11" "ncbi" NA "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_0693" "Streptomyces phaeopurpureus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1043" "Chloroflexi bacterium RBG_16_68_14" "ncbi" NA NA "Chloroflexi"
"arsM" "OTU_1308" "Streptomyces phaeopurpureus" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"ClassA" "OTU_0033" "Methylobacterium mesophilicum SR1.6/6" "ncbi" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria"
"intI" "OTU_0168" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"arsA" "OTU_0077" "Dehalogenimonas lykanthroporepellens BL-DC-9" "ncbi" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi"
"arsM" "OTU_1103" "Rubrivivax sp. SCN 71-131" "ncbi" "Rubrivivax" "Betaproteobacteria" "Proteobacteria"
"acr3" "OTU_0763" "Mycobacterium kansasii" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
"aioA" "OTU_0096" "Roseomonas cervicalis ATCC 49957" "ncbi" "Roseomonas" "Alphaproteobacteria" "Proteobacteria"
"arsA" "OTU_0241" "Rhodopirellula sp. SWK7" "ncbi" "Rhodopirellula" "Planctomycetia" "Planctomycetes"
"arsM" "OTU_0726" "Streptomyces sp. MUSC 14" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1126" "Streptomyces regalis" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_1222" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1695" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"tolC" "OTU_0047" "Gammaproteobacteria bacterium SG8_30" "ncbi" NA "Gammaproteobacteria" "Proteobacteria"
"arsM" "OTU_0226" "Streptomyces sp. NRRL B-1568" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"arsM" "OTU_0287" "Actinobacteria bacterium RBG_16_70_17" "ncbi" NA NA "Actinobacteria"
"arsM" "OTU_0712" "Magnetospirillum magnetotacticum MS-1" "ncbi" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria"
"arsM" "OTU_1582" "Streptomyces sp. FXJ1.172" "ncbi" "Streptomyces" "Actinobacteria" "Actinobacteria"
"intI" "OTU_0255" "Candidatus Nitrospira nitrificans" "ncbi" "Nitrospira" "Nitrospira" "Nitrospirae"
"acr3" "OTU_0341" "Mycobacterium rufum" "ncbi" "Mycobacterium" "Actinobacteria" "Actinobacteria"
