"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Pelotomaculum thermopropionicum SI" "Pelotomaculum" "Clostridia" "Firmicutes" "Pelotomaculum thermopropionicum SI"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_67_36"
"ncbi" "Burkholderia multivorans ATCC 17616" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia multivorans ATCC 17616"
"ncbi" "Rhodospirillales bacterium URHD0017" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium URHD0017"
"ncbi" "Mycobacterium senegalense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium senegalense"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Anaeromyxobacter sp. Fw109-5" "Anaeromyxobacter" "Deltaproteobacteria" "Proteobacteria" "Anaeromyxobacter sp. Fw109-5"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Streptomyces sp. KE1" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces sp. KE1"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "miscellaneous Crenarchaeota group archaeon SMTZ-80" NA NA "Candidatus Bathyarchaeota" "miscellaneous Crenarchaeota group archaeon SMTZ-80"
"ncbi" "Streptomyces misionensis" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces misionensis"
"ncbi" "Candidatus Solibacter usitatus Ellin6076" "Candidatus Solibacter" "Solibacteres" "Acidobacteria" "Candidatus Solibacter usitatus Ellin6076"
"ncbi" "mine drainage metagenome" NA NA NA "mine drainage metagenome"
"ncbi" "Bradyrhizobium sp. Leaf396" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. Leaf396"
"ncbi" "Actinobacteria bacterium RBG_16_68_12" NA NA "Actinobacteria" "Actinobacteria bacterium RBG_16_68_12"
"ncbi" "Klebsiella oxytoca" "Klebsiella" "Gammaproteobacteria" "Proteobacteria" "Klebsiella oxytoca"
"ncbi" "Aeromonas veronii Hm21" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas veronii Hm21"
"ncbi" "Burkholderia multivorans ATCC 17616" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia multivorans ATCC 17616"
"ncbi" "Caulobacter sp. Root342" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root342"
"ncbi" "Ralstonia insidiosa" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia insidiosa"
"ncbi" "Achromobacter sp. DMS1" "Achromobacter" "Betaproteobacteria" "Proteobacteria" "Achromobacter sp. DMS1"
"ncbi" "Burkholderia sp. H160" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. H160"
"ncbi" "Rhizobium sp. 9140" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. 9140"
"ncbi" "Burkholderia pseudomallei MSHR684" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia pseudomallei MSHR684"
"ncbi" "Paracoccus versutus" "Paracoccus" "Alphaproteobacteria" "Proteobacteria" "Paracoccus versutus"
"ncbi" "Idiomarina xiamenensis 10-D-4" "Idiomarina" "Gammaproteobacteria" "Proteobacteria" "Idiomarina xiamenensis 10-D-4"
"ncbi" "Collimonas fungivorans Ter331" "Collimonas" "Betaproteobacteria" "Proteobacteria" "Collimonas fungivorans Ter331"
"ncbi" "Sphingobium baderi LL03" "Sphingobium" "Alphaproteobacteria" "Proteobacteria" "Sphingobium baderi LL03"
"ncbi" "Pseudomonas stutzeri" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas stutzeri"
"ncbi" "Desulfobulbus propionicus DSM 2032" "Desulfobulbus" "Deltaproteobacteria" "Proteobacteria" "Desulfobulbus propionicus DSM 2032"
"ncbi" "Caulobacter sp. Root1455" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter sp. Root1455"
"ncbi" "Aeromonas sp. L_1B5_3" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas sp. L_1B5_3"
"ncbi" "Pseudomonas putida" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida"
"ncbi" "Aeromonas allosaccharophila" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas allosaccharophila"
"ncbi" "Sandaracinus amylolyticus" "Sandaracinus" "Deltaproteobacteria" "Proteobacteria" "Sandaracinus amylolyticus"
"ncbi" "Burkholderia sp. HB1" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. HB1"
"ncbi" "Pseudomonas sp. MRSN12121" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. MRSN12121"
"ncbi" "Azoarcus sp. CIB" "Azoarcus" "Betaproteobacteria" "Proteobacteria" "Azoarcus sp. CIB"
"ncbi" "Rheinheimera sp. SA_1" "Rheinheimera" "Gammaproteobacteria" "Proteobacteria" "Rheinheimera sp. SA_1"
"ncbi" "Pseudomonas taeanensis MS-3" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas taeanensis MS-3"
"ncbi" "Gallaecimonas xiamenensis 3-C-1" "Gallaecimonas" "Gammaproteobacteria" "Proteobacteria" "Gallaecimonas xiamenensis 3-C-1"
"ncbi" "Asticcacaulis sp. YBE204" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis sp. YBE204"
"ncbi" "Azospirillum brasilense" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum brasilense"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Acidovorax ebreus TPSY" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax ebreus TPSY"
"ncbi" "Variovorax sp. CF313" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. CF313"
"ncbi" "Pseudomonas chlororaphis" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas chlororaphis"
"ncbi" "Burkholderia vietnamiensis G4" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia vietnamiensis G4"
"ncbi" "Thiocapsa marina 5811" "Thiocapsa" "Gammaproteobacteria" "Proteobacteria" "Thiocapsa marina 5811"
"ncbi" "Rhodopseudomonas palustris" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris"
"ncbi" "Aeromonas hydrophila YL17" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila YL17"
"ncbi" "Stenotrophomonas maltophilia R551-3" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia R551-3"
"ncbi" "Pseudomonas sp. CMAA1215" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. CMAA1215"
"ncbi" "Sphingomonas sp. TDK1" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. TDK1"
"ncbi" "Rhodopseudomonas palustris BisB18" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris BisB18"
"ncbi" "Thioflavicoccus mobilis 8321" "Thioflavicoccus" "Gammaproteobacteria" "Proteobacteria" "Thioflavicoccus mobilis 8321"
"ncbi" "Bosea sp. Root381" "Bosea" "Alphaproteobacteria" "Proteobacteria" "Bosea sp. Root381"
"ncbi" "Bordetella pertussis CS" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella pertussis CS"
"ncbi" "Cupriavidus gilardii CR3" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus gilardii CR3"
"ncbi" "Burkholderia cenocepacia H111" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia cenocepacia H111"
"ncbi" "Stenotrophomonas maltophilia" "Stenotrophomonas" "Gammaproteobacteria" "Proteobacteria" "Stenotrophomonas maltophilia"
"ncbi" "Tatumella morbirosei" "Tatumella" "Gammaproteobacteria" "Proteobacteria" "Tatumella morbirosei"
"ncbi" "Pseudomonas caricapapayae" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas caricapapayae"
"ncbi" "Methylovorus sp. MM1" "Methylovorus" "Betaproteobacteria" "Proteobacteria" "Methylovorus sp. MM1"
"ncbi" "Aeromonas molluscorum 848" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas molluscorum 848"
"ncbi" "uncultured organism" NA NA NA "uncultured organism"
"ncbi" "Laribacter hongkongensis HLHK9" "Laribacter" "Betaproteobacteria" "Proteobacteria" "Laribacter hongkongensis HLHK9"
"ncbi" "Pseudomonas psychrotolerans" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas psychrotolerans"
"ncbi" "Pseudomonas synxantha" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas synxantha"
"ncbi" "Erwinia mallotivora" "Erwinia" "Gammaproteobacteria" "Proteobacteria" "Erwinia mallotivora"
"ncbi" "Asticcacaulis sp. AC466" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis sp. AC466"
"ncbi" "Massilia sp. WG5" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Pseudogulbenkiania ferrooxidans 2002" "Pseudogulbenkiania" "Betaproteobacteria" "Proteobacteria" "Pseudogulbenkiania ferrooxidans 2002"
"ncbi" "Burkholderia sp. RPE64" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. RPE64"
"ncbi" "Thauera terpenica 58Eu" "Thauera" "Betaproteobacteria" "Proteobacteria" "Thauera terpenica 58Eu"
"ncbi" "Burkholderia glumae PG1" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia glumae PG1"
"ncbi" "Noviherbaspirillum sp. Root189" "Noviherbaspirillum" "Betaproteobacteria" "Proteobacteria" "Noviherbaspirillum sp. Root189"
"ncbi" "Caulobacter crescentus OR37" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter crescentus OR37"
"ncbi" "Xanthomonas fuscans subsp. fuscans" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas fuscans subsp. fuscans"
"ncbi" "Herbaspirillum seropedicae SmR1" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum seropedicae SmR1"
"ncbi" "Aeromonas hydrophila subsp. hydrophila ATCC 7966" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas hydrophila subsp. hydrophila ATCC 7966"
"ncbi" "Acinetobacter baumannii 1294243" "Acinetobacter" "Gammaproteobacteria" "Proteobacteria" "Acinetobacter baumannii 1294243"
"ncbi" "Paraburkholderia terrestris" "Caballeronia" "Betaproteobacteria" "Proteobacteria" "Paraburkholderia terrestris"
"ncbi" "Ralstonia pickettii DTP0602" "Ralstonia" "Betaproteobacteria" "Proteobacteria" "Ralstonia pickettii DTP0602"
"ncbi" "Erwinia amylovora" "Erwinia" "Gammaproteobacteria" "Proteobacteria" "Erwinia amylovora"
"ncbi" "Variovorax paradoxus" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax paradoxus"
"ncbi" "Cupriavidus metallidurans CH34" "Cupriavidus" "Betaproteobacteria" "Proteobacteria" "Cupriavidus metallidurans CH34"
"ncbi" "Delftia acidovorans CCUG 274B" "Delftia" "Betaproteobacteria" "Proteobacteria" "Delftia acidovorans CCUG 274B"
"ncbi" "Proteus mirabilis BB2000" "Proteus" "Gammaproteobacteria" "Proteobacteria" "Proteus mirabilis BB2000"
"ncbi" "Sphingomonas sp. Leaf339" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf339"
"ncbi" "Burkholderia sp. LMG 29319" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. LMG 29319"
"ncbi" "Sphingomonas sp. SRS2" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. SRS2"
"ncbi" "Aeromonas salmonicida" "Aeromonas" "Gammaproteobacteria" "Proteobacteria" "Aeromonas salmonicida"
"ncbi" "Caulobacter vibrioides" "Caulobacter" "Alphaproteobacteria" "Proteobacteria" "Caulobacter vibrioides"
"ncbi" "Herbaspirillum frisingense GSF30" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum frisingense GSF30"
"ncbi" "Sphingomonas sp. Ag1" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Ag1"
"ncbi" "Thalassospira profundimaris WP0211" "Thalassospira" "Alphaproteobacteria" "Proteobacteria" "Thalassospira profundimaris WP0211"
"ncbi" "Rhodospirillum photometricum DSM 122" "Pararhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum photometricum DSM 122"
"ncbi" "Xanthomonas campestris pv. viticola" "Xanthomonas" "Gammaproteobacteria" "Proteobacteria" "Xanthomonas campestris pv. viticola"
"ncbi" "Bordetella bronchiseptica" "Bordetella" "Betaproteobacteria" "Proteobacteria" "Bordetella bronchiseptica"
"ncbi" "Pseudomonas putida" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida"
"ncbi" "Burkholderia glathei PML1(12)" NA NA NA "Burkholderia glathei PML1(12)"
"ncbi" "Pseudomonas fluorescens HK44" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas fluorescens HK44"
"ncbi" "Herbaspirillum frisingense GSF30" "Herbaspirillum" "Betaproteobacteria" "Proteobacteria" "Herbaspirillum frisingense GSF30"
"ncbi" "Acidovorax sp. 12322-1" "Acidovorax" "Betaproteobacteria" "Proteobacteria" "Acidovorax sp. 12322-1"
"ncbi" "Roseomonas cervicalis ATCC 49957" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas cervicalis ATCC 49957"
"ncbi" "Bradyrhizobium sp. LMTR 3" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. LMTR 3"
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Streptomyces thermoautotrophicus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces thermoautotrophicus"
"ncbi" "Paenibacillus elgii" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus elgii"
"ncbi" "Rhodopirellula sp. SWK7" "Rhodopirellula" "Planctomycetia" "Planctomycetes" "Rhodopirellula sp. SWK7"
"ncbi" "Nocardioides sp. Leaf307" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Leaf307"
"ncbi" "Sorangium cellulosum So0157-2" "Sorangium" "Deltaproteobacteria" "Proteobacteria" "Sorangium cellulosum So0157-2"
"ncbi" "Chloroflexus aggregans DSM 9485" "Chloroflexus" "Chloroflexia" "Chloroflexi" "Chloroflexus aggregans DSM 9485"
"ncbi" "Caldilinea aerophila DSM 14535 = NBRC 104270" "Caldilinea" "Caldilineae" "Chloroflexi" "Caldilinea aerophila DSM 14535 = NBRC 104270"
"ncbi" "Paenibacillus sp. MSt1" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. MSt1"
"ncbi" "Dehalogenimonas lykanthroporepellens BL-DC-9" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi" "Dehalogenimonas lykanthroporepellens BL-DC-9"
"ncbi" "Chloroflexus aurantiacus J-10-fl" "Chloroflexus" "Chloroflexia" "Chloroflexi" "Chloroflexus aurantiacus J-10-fl"
"ncbi" "Nocardioides sp. Leaf285" "Nocardioides" "Actinobacteria" "Actinobacteria" "Nocardioides sp. Leaf285"
"ncbi" "Candidatus Nitrososphaera gargensis Ga9.2" "Nitrososphaera" "Nitrososphaeria" "Thaumarchaeota" "Candidatus Nitrososphaera gargensis Ga9.2"
"ncbi" "Paenibacillus sp. A3" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. A3"
"ncbi" "Dehalogenimonas sp. WBC-2" "Dehalogenimonas" "Dehalococcoidia" "Chloroflexi" "Dehalogenimonas sp. WBC-2"
"ncbi" "Acidimicrobium ferrooxidans DSM 10331" "Acidimicrobium" "Acidimicrobiia" "Actinobacteria" "Acidimicrobium ferrooxidans DSM 10331"
"ncbi" "Sulfobacillus acidophilus TPY" "Sulfobacillus" "Clostridia" "Firmicutes" "Sulfobacillus acidophilus TPY"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Acidibacillus ferrooxidans" "Acidibacillus" "Bacilli" "Firmicutes" "Acidibacillus ferrooxidans"
"ncbi" "Alicyclobacillus hesperidum URH17-3-68" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus hesperidum URH17-3-68"
"ncbi" "Massilia sp. WG5" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Sphingomonas sp. Leaf5" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. Leaf5"
"ncbi" "Sphingomonas taxi" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas taxi"
"ncbi" "Rhodopseudomonas sp. AAP120" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas sp. AAP120"
"ncbi" "Afipia sp. P52-10" "Afipia" "Alphaproteobacteria" "Proteobacteria" "Afipia sp. P52-10"
"ncbi" "Xanthobacter autotrophicus Py2" "Xanthobacter" "Alphaproteobacteria" "Proteobacteria" "Xanthobacter autotrophicus Py2"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Enterobacter asburiae L1" "Enterobacter" "Gammaproteobacteria" "Proteobacteria" "Enterobacter asburiae L1"
"ncbi" "Azospirillum sp. B510" "Azospirillum" "Alphaproteobacteria" "Proteobacteria" "Azospirillum sp. B510"
"ncbi" "Methylobacterium aquaticum" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium aquaticum"
"ncbi" "Salinicola sp. MH3R3-1" "Salinicola" "Gammaproteobacteria" "Proteobacteria" "Salinicola sp. MH3R3-1"
"ncbi" "Methylocapsa palsarum" "Methylocapsa" "Alphaproteobacteria" "Proteobacteria" "Methylocapsa palsarum"
"ncbi" "Mycobacterium kyorinense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium kyorinense"
"ncbi" "Rhodanobacter sp. SCN 66-43" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. SCN 66-43"
"ncbi" "Methylobacterium sp. 174MFSha1.1" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. 174MFSha1.1"
"ncbi" "Thioalkalivibrio sp. K90mix" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sp. K90mix"
"ncbi" "Phenylobacterium zucineum HLK1" "Phenylobacterium" "Alphaproteobacteria" "Proteobacteria" "Phenylobacterium zucineum HLK1"
"ncbi" "Frateuria terrea" "Frateuria" "Gammaproteobacteria" "Proteobacteria" "Frateuria terrea"
"ncbi" "Mycobacterium shimoidei" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium shimoidei"
"ncbi" "Methylocella silvestris BL2" "Methylocella" "Alphaproteobacteria" "Proteobacteria" "Methylocella silvestris BL2"
"ncbi" "Bradyrhizobium sp." "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp."
"ncbi" "Oceanibulbus sp. HI0023" "Sulfitobacter" "Alphaproteobacteria" "Proteobacteria" "Oceanibulbus sp. HI0023"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pseudomonas sp. 21" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. 21"
"ncbi" "Bacillus niacini" "Bacillus" "Bacilli" "Firmicutes" "Bacillus niacini"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Lactobacillus senioris DSM 24302 = JCM 17472" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus senioris DSM 24302 = JCM 17472"
"ncbi" "Alicyclobacillus tengchongensis" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus tengchongensis"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Bacillus sp. MUM 116" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. MUM 116"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Bacillus vireti LMG 21834" "Bacillus" "Bacilli" "Firmicutes" "Bacillus vireti LMG 21834"
"ncbi" "Bacillus coagulans 36D1" "Bacillus" "Bacilli" "Firmicutes" "Bacillus coagulans 36D1"
"ncbi" "Mycobacterium parascrofulaceum ATCC BAA-614" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium parascrofulaceum ATCC BAA-614"
"ncbi" "Magnetospirillum magnetotacticum MS-1" "Magnetospirillum" "Alphaproteobacteria" "Proteobacteria" "Magnetospirillum magnetotacticum MS-1"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Terriglobus roseus" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus"
"ncbi" "Thiobacillus sp. 65-29" "Thiobacillus" "Betaproteobacteria" "Proteobacteria" "Thiobacillus sp. 65-29"
"ncbi" "Humibacillus sp. DSM 29435" "Humibacillus" "Actinobacteria" "Actinobacteria" "Humibacillus sp. DSM 29435"
"ncbi" "Candidatus Rokubacteria bacterium GWC2_70_16" NA NA "Candidatus Rokubacteria" "Candidatus Rokubacteria bacterium GWC2_70_16"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Acidobacteriales bacterium 59-55" NA "Acidobacteriia" "Acidobacteria" "Acidobacteriales bacterium 59-55"
"ncbi" "Steroidobacter denitrificans" "Steroidobacter" "Gammaproteobacteria" "Proteobacteria" "Steroidobacter denitrificans"
"ncbi" "Rhodopseudomonas palustris BisB5" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas palustris BisB5"
"ncbi" "Geodermatophilus sp. DSM 44208" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus sp. DSM 44208"
"ncbi" "Geodermatophilus brasiliensis" "Geodermatophilus" "Actinobacteria" "Actinobacteria" "Geodermatophilus brasiliensis"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Cryptosporangium arvum DSM 44712" "Cryptosporangium" "Actinobacteria" "Actinobacteria" "Cryptosporangium arvum DSM 44712"
"ncbi" "hydrocarbon metagenome" NA NA NA "hydrocarbon metagenome"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Mycobacterium heckeshornense" "Mycobacterium" "Actinobacteria" "Actinobacteria" "Mycobacterium heckeshornense"
"ncbi" "Actinobacteria bacterium DSM 45722" NA "Actinobacteria" "Actinobacteria" "Actinobacteria bacterium DSM 45722"
"ncbi" "Friedmanniella flava" "Friedmanniella" "Actinobacteria" "Actinobacteria" "Friedmanniella flava"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Ktedonobacter racemifer DSM 44963" "Ktedonobacter" "Ktedonobacteria" "Chloroflexi" "Ktedonobacter racemifer DSM 44963"
"ncbi" "Roseomonas mucosa" "Roseomonas" "Alphaproteobacteria" "Proteobacteria" "Roseomonas mucosa"
"ncbi" "Streptomyces decoyicus" "Streptomyces" "Actinobacteria" "Actinobacteria" "Streptomyces decoyicus"
"ncbi" "Rhodospirillum rubrum ATCC 11170" "Rhodospirillum" "Alphaproteobacteria" "Proteobacteria" "Rhodospirillum rubrum ATCC 11170"
"ncbi" "Rhodanobacter spathiphylli B39" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter spathiphylli B39"
"ncbi" "Granulicella mallensis MP5ACTX8" "Granulicella" "Acidobacteriia" "Acidobacteria" "Granulicella mallensis MP5ACTX8"
"ncbi" "Frateuria sp. Soil773" "Frateuria" "Gammaproteobacteria" "Proteobacteria" "Frateuria sp. Soil773"
"ncbi" "Terriglobus roseus DSM 18391" "Terriglobus" "Acidobacteriia" "Acidobacteria" "Terriglobus roseus DSM 18391"
"ncbi" "Burkholderia sp. Leaf177" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia sp. Leaf177"
"ncbi" "Methylobacterium sp. Leaf85" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf85"
"ncbi" "Coxiellaceae bacterium CC99" "Candidatus Berkiella" "Gammaproteobacteria" "Proteobacteria" "Coxiellaceae bacterium CC99"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pedobacter sp. V48" "Pedobacter" "Sphingobacteriia" "Bacteroidetes" "Pedobacter sp. V48"
"ncbi" "Burkholderia grimmiae" "Caballeronia" "Betaproteobacteria" "Proteobacteria" "Burkholderia grimmiae"
"ncbi" "Novosphingobium sp. Leaf2" "Novosphingobium" "Alphaproteobacteria" "Proteobacteria" "Novosphingobium sp. Leaf2"
"ncbi" "Bacillus sp. WF146" "Brevibacillus" "Bacilli" "Firmicutes" "Bacillus sp. WF146"
"ncbi" "Chromobacterium violaceum" "Chromobacterium" "Betaproteobacteria" "Proteobacteria" "Chromobacterium violaceum"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "Pannonibacter phragmitetus" "Pannonibacter" "Alphaproteobacteria" "Proteobacteria" "Pannonibacter phragmitetus"
"ncbi" "Bacillus vireti LMG 21834" "Bacillus" "Bacilli" "Firmicutes" "Bacillus vireti LMG 21834"
"ncbi" "Pseudoxanthomonas suwonensis" "Pseudoxanthomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoxanthomonas suwonensis"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
"ncbi" "uncultured bacterium" NA NA NA "uncultured bacterium"
