COGID	C01	C03	C04	C05	C06	C07	C10	C12	C14	C15	C16	C17	Func_name
COG3091	290	196	181	206	305	272	51	215	184	429	812	224	"Predicted Zn-dependent metalloprotease, SprT family"
COG3092	53	34	67	50	38	32	229	32	67	28	101	52	"Uncharacterized membrane protein YfbV, UPF0208 family"
COG3093	4885	4890	4846	6649	3830	4312	4777	4338	2404	4021	6798	1276	"Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain"
COG3094	57	81	64	69	75	40	299	53	45	76	323	85	Uncharacterized membrane protein SirB2
COG3095	139	95	95	79	64	39	14	4	16	17	100	70	"Chromosome condensin MukBEF, MukE localization factor"
COG3096	2021	1775	1445	1392	2216	1394	2530	3333	2608	2484	5457	946	"Chromosome condensin MukBEF, ATPase and DNA-binding subunit MukB [Escherichia coli str. K-12 substr. MG1655"
COG3097	77	86	102	59	48	91	18	22	42	13	93	19	"Uncharacterized protein YqfB, UPF0267 family"
COG3098	70	36	79	32	24	54	3	4	10	19	40	45	"Uncharacterized conserved protein YqcC, DUF446 family"
COG3099	46	9	10	14	12	13	0	3	0	6	8	36	"Uncharacterized conserved protein YciU, UPF0263 family"
COG3100	35	20	36	18	21	20	10	18	0	10	38	33	"Uncharacterized conserved protein YcgL, UPF0745 family"
COG3101	203	245	145	145	456	106	476	465	104	289	214	91	Elongation factor P hydroxylase (EF-P beta-lysylation pathway)
COG3102	55	89	100	81	41	54	18	9	12	11	95	204	"Uncharacterized conserved protein YecM, predicted metalloenzyme"
COG3103	1861	1108	1022	1094	1074	982	1571	2042	1492	1385	4635	613	"Uncharacterized conserved protein YgiM, contains N-terminal SH3 domain, DUF1202 family"
COG3104	5972	7427	6547	7217	4894	5305	4845	3524	3294	3062	11751	7257	Dipeptide/tripeptide permease
COG3105	147	317	200	297	179	190	155	177	161	322	1636	187	"Uncharacterized membrane-anchored protein YhcB, DUF1043 family"
COG3106	639	832	758	1129	774	841	240	554	418	461	1106	551	"Predicted ATPase, YcjX-like family"
COG3107	1131	1182	980	1465	1055	974	1305	862	925	887	1820	915	"Outer membrane lipoprotein LpoA, binds and activates PBP1a"
COG3108	1121	2373	2055	2191	2301	1746	1521	3649	1184	2112	3496	1302	"Uncharacterized conserved protein YcbK, DUF882 family"
COG3109	646	496	402	279	465	347	337	518	242	226	1026	260	sRNA-binding protein
COG3110	58	49	52	66	33	36	11	27	66	10	131	39	"Uncharacterized conserved protein YccT, UPF0319 family"
COG3111	279	377	297	360	322	279	196	165	141	120	668	215	"Predicted periplasmic protein YdeI with OB-fold, BOF family"
COG3112	29	13	18	27	10	27	4	12	14	0	12	17	"Uncharacterized protein YacL, UPF0231 family"
COG3113	636	831	539	583	537	448	722	500	192	378	1498	464	"ABC-type transporter Mla maintaining outer membrane lipid asymmetry, MlaB component, contains STAS domain"
COG3114	365	419	247	393	654	297	766	573	116	386	1275	219	Heme exporter protein D
COG3115	2914	2779	1870	2396	2352	2219	4990	5450	4700	3932	8200	719	"Cell division protein ZipA, interacts with FtsZ"
COG3116	689	860	819	809	503	594	2243	1388	1062	906	2210	706	"Cell division protein FtsL, interacts with FtsB, FtsL and FtsQ"
COG3117	553	665	464	765	355	331	896	429	433	700	1586	473	Lipopolysaccharide export system protein LptC
COG3118	12407	14929	12689	13103	13014	11585	29902	17511	18991	13538	38055	11384	"Negative regulator of GroEL, contains thioredoxin-like and TPR-like domains"
COG3119	14178	29968	25396	25161	24049	23838	33327	24272	23381	17542	58001	44465	Arylsulfatase A or related enzyme
COG3120	29	17	32	32	21	28	9	41	17	11	39	14	"Macrodomain Ter protein organizer, MatP/YcbG family"
COG3121	333	360	310	389	275	428	768	251	203	145	720	327	"P pilus assembly protein, chaperone PapD"
COG3122	108	157	76	115	114	76	322	74	134	65	381	73	"Uncharacterized conserved protein YaiL, DUF2058 family"
COG3123	109	112	63	104	51	91	16	84	39	227	473	97	"Uncharacterized conserved protein YaiE, UPF0345 family"
COG3124	203	181	228	237	270	230	344	95	75	201	504	232	Acyl carrier protein phosphodiesterase
COG3125	1064	1115	600	969	1100	809	1248	926	493	582	1542	296	"Heme/copper-type cytochrome/quinol oxidase, subunit 4"
COG3126	136	146	67	110	78	76	513	389	50	269	410	246	Uncharacterized lipoprotein YbaY
COG3127	8665	10191	8261	11576	9033	8475	12570	7568	7274	6915	18356	8799	"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component"
COG3128	1367	1843	962	1369	1180	1061	1353	1261	596	834	2915	1048	Predicted 2-oxoglutarate- and Fe(II)-dependent dioxygenase YbiX
COG3129	163	158	165	136	127	346	105	40	194	154	346	183	23S rRNA A1618 N6-methylase RlmF
COG3130	7	0	10	0	4	4	0	3	8	6	7	0	Ribosome modulation factor
COG3131	1459	2083	1544	2656	1786	1793	813	1315	821	1539	3070	1058	Periplasmic glucans biosynthesis protein
COG3132	1975	2429	2403	2480	1766	1735	1537	1843	1660	1638	5037	1722	"Uncharacterized conserved protein YceH, UPF0502 family"
COG3133	2053	2071	2049	1530	2642	1617	2733	5303	2337	2790	6737	1028	Outer membrane lipoprotein SlyB
COG3134	1099	1004	1150	873	805	959	1603	695	594	913	2361	991	"Uncharacterized conserved protein YcfJ, contains glycine zipper 2TM domain"
COG3135	586	419	416	415	494	233	932	414	183	283	1026	519	Predicted benzoate:H+ symporter BenE
COG3136	110	114	20	73	56	65	28	23	5	28	102	53	"Uncharacterized membrane protein, GlpM family"
COG3137	588	1162	1014	1163	880	874	1315	1538	804	574	1641	643	Putative salt-induced outer membrane protein YdiY
COG3138	592	584	517	531	368	422	424	239	208	284	677	478	Arginine/ornithine N-succinyltransferase beta subunit
COG3139	55	43	67	22	2	19	0	0	17	4	13	17	"Uncharacterized conserved protein YeaC, DUF1315 family"
COG3140	16	14	28	51	10	22	0	0	0	3	40	24	"Uncharacterized conserved protein YoaH, UPF0181 family"
COG3141	0	3	0	20	0	4	12	0	13	0	28	19	"dsDNA-binding SOS-regulon protein, induction by DNA damage requires cAMP"
COG3142	1582	1038	994	1292	1056	814	597	1964	618	730	2014	685	Copper homeostasis protein CutC
COG3143	584	486	421	445	451	459	278	530	193	333	940	161	"Chemotaxis regulator CheZ, phosphatase of CheY~P"
COG3144	519	627	467	595	641	608	2041	925	741	599	2233	200	Flagellar hook-length control protein FliK
COG3145	1573	2345	1872	2260	2487	2034	3226	1947	1523	1511	4881	1636	Alkylated DNA repair dioxygenase AlkB
COG3146	2067	3276	2605	3184	2613	2411	2779	1621	1232	2002	5199	2218	Predicted N-acyltransferase
COG3147	4863	3477	3073	3209	4232	3304	5155	10182	5987	5720	12959	1225	Cell division protein DedD (periplasmic protein involved in septation)
COG3148	298	540	390	434	879	398	484	612	162	284	1250	317	"Uncharacterized conserved protein YfiP, DTW domain"
COG3149	244	422	267	385	351	240	342	326	267	541	978	221	"Type II secretory pathway, component PulM"
COG3150	292	440	298	328	326	363	293	281	272	223	739	515	"Predicted esterase YcpF, UPF0227 family"
COG3151	201	265	158	273	181	167	470	147	96	135	327	109	"Uncharacterized protein YqiB, DUF1249 family"
COG3152	1102	1677	996	1286	1046	1120	373	1327	417	756	1877	548	"Uncharacterized membrane protein YhaH, DUF805 family"
COG3153	4678	6515	4344	4964	6342	4656	7744	5690	6813	4193	15503	4218	Predicted N-acetyltransferase YhbS
COG3154	94	80	55	94	75	87	304	85	207	150	397	83	"Predicted lipid carrier protein YhbT, SCP2 domain"
COG3155	194	159	128	134	437	104	48	189	95	97	259	162	Enhancing lycopene biosynthesis protein 2
COG3156	1419	2499	1477	2084	2533	1669	2552	2627	2632	2356	4850	1254	"Type II secretory pathway, component PulK"
COG3157	1270	1271	1589	1529	1385	1520	1533	1384	933	787	2164	1672	Type VI protein secretion system component Hcp (secreted cytotoxin)
COG3158	7001	10889	8988	11114	7897	7803	6380	3150	3607	3899	12484	9335	K+ transporter
COG3159	902	1047	771	1047	999	705	1092	840	185	764	1369	642	"Uncharacterized conserved protein YigA, DUF484 family"
COG3160	14	59	35	42	14	26	0	0	12	127	180	40	Regulator of sigma D
COG3161	281	303	143	257	181	187	74	206	117	332	497	100	4-hydroxybenzoate synthetase (chorismate-pyruvate lyase)
COG3162	343	583	445	396	390	266	206	799	141	164	633	398	"Uncharacterized membrane protein, DUF485 family"
COG3164	2061	2222	2424	2318	1728	2213	3083	2166	1434	1863	5275	2375	"Uncharacterized conserved protein YhdP, contains DUF3971 and AsmA2 domains"
COG3165	353	433	299	443	325	265	552	354	226	464	687	284	"Ubiquinone biosynthesis protein UbiJ, contains SCP2 domain"
COG3166	1500	2245	1890	2002	1742	1810	3307	2734	2503	2394	6392	1576	Tfp pilus assembly protein PilN
COG3167	1835	2354	2086	2108	1453	1729	2836	2447	2508	1975	6234	2040	Tfp pilus assembly protein PilO
COG3168	966	710	636	831	704	610	1177	1118	653	1015	2558	720	Tfp pilus assembly protein PilP
COG3169	1479	1689	1338	1703	1155	846	85	424	289	644	3263	1344	"Uncharacterized conserved protein, DUF486 family"
COG3170	2471	2396	1764	2205	2696	1407	3811	4837	2601	2829	5765	1326	Tfp pilus assembly protein FimV
COG3171	23	14	33	23	7	12	16	5	31	21	45	11	"Uncharacterized conserved protein YggL, DUF469 family"
COG3172	401	239	200	320	388	201	122	203	135	175	709	383	Nicotinamide riboside kinase
COG3173	11218	10876	9777	9902	7470	7371	13186	7229	8732	6566	19967	7567	"Predicted  kinase, aminoglycoside phosphotransferase (APT) family"
COG3174	764	1460	1742	1971	936	1196	2601	3318	1809	1613	1812	729	"Uncharacterized membrane protein, DUF4010 family"
COG3175	948	1563	1162	1617	1461	1223	1043	1135	437	1220	3064	971	Cytochrome c oxidase assembly protein Cox11
COG3176	1328	1801	1490	2073	2295	1270	1682	2430	968	1696	3613	794	Putative hemolysin
COG3177	4851	4006	3836	4907	2551	4228	2601	2722	2578	2688	6685	1364	Fic family protein
COG3178	2435	3272	3129	3361	2756	2377	2579	2621	1365	2358	5754	2573	"Predicted phosphotransferase, aminoglycoside/choline kinase (APH/ChoK) family"
COG3179	384	259	384	341	304	325	249	351	186	187	609	404	Predicted chitinase
COG3180	635	997	656	955	593	673	1258	542	504	462	1626	500	"Uncharacterized membrane protein AbrB, regulator of aidB expression"
COG3181	17513	52376	39319	28908	34610	28735	3542	21808	8378	13865	91437	73898	"Tripartite-type tricarboxylate transporter, receptor component TctC"
COG3182	1667	2243	2143	2435	1936	1758	1130	2347	779	905	2969	1475	Uncharacterized iron-regulated membrane protein
COG3183	751	555	642	666	546	650	1590	1124	1174	736	1483	325	"Predicted restriction endonuclease, HNH family"
COG3184	1257	1331	1426	1410	1110	1126	651	1485	575	1003	2445	415	Uncharacterized protein
COG3185	6777	8448	7381	7656	6480	6216	11809	7264	8548	6060	16627	8692	4-hydroxyphenylpyruvate dioxygenase and related hemolysins
COG3186	1265	1853	1626	1882	1753	1424	1388	1147	1039	957	2876	1388	Phenylalanine-4-hydroxylase
COG3187	155	363	287	301	310	303	392	863	65	231	627	892	Heat shock protein HslJ
COG3188	1349	2067	1741	2280	2453	1627	2373	1922	1011	786	2512	1608	Outer membrane usher protein FimD/PapC
COG3189	2017	1978	2535	2289	1990	2644	8870	4687	5811	3946	7624	1195	"Uncharacterized conserved protein YeaO, DUF488 family"
COG3190	849	1042	808	1119	1322	975	2953	3235	1571	1561	3214	386	Flagellar biogenesis protein FliO
COG3191	5126	6428	5990	6356	4825	5086	11276	6518	6945	5426	12384	6078	L-aminopeptidase/D-esterase
COG3192	106	116	131	135	85	65	46	34	52	72	336	55	"Ethanolamine transporter EutH, required for ethanolamine utilization at low pH"
COG3193	5752	9912	8904	9185	7582	6448	6361	7352	4363	5287	16602	5829	"Uncharacterized conserved protein GlcG, DUF336 family"
COG3194	455	553	497	555	462	370	419	300	180	214	814	292	Ureidoglycolate hydrolase (allantoin degradation)
COG3195	1627	1547	1485	1741	1371	1007	1014	651	649	500	3467	1762	2-oxo-4-hydroxy-4-carboxy--5-ureidoimidazoline (OHCU) decarboxylase
COG3196	112	159	144	155	133	152	64	98	72	81	331	58	"Uncharacterized protein CbrC, UPF0167 family"
COG3197	318	216	303	334	492	271	212	329	95	405	1174	228	"Uncharacterized protein, possibly involved in nitrogen fixation"
COG3198	162	83	113	101	185	130	76	120	67	196	517	90	Uncharacterized protein
COG3199	345	314	346	294	219	271	520	617	759	471	902	263	Predicted polyphosphate- or ATP-dependent NAD kinase
COG3200	3078	4742	3925	4786	3475	3588	4387	1934	1638	1988	5800	3438	"3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase, class II"
COG3201	528	474	400	693	505	333	141	136	199	170	832	466	Nicotinamide riboside transporter PnuC
COG3202	1723	2100	1810	2292	1190	2126	1973	1043	696	651	5007	3443	ATP/ADP translocase
COG3203	3061	2515	3260	3804	2076	2020	635	695	325	665	2306	1069	Outer membrane protein (porin)
COG3204	536	642	633	806	663	782	439	504	468	406	1336	691	Uncharacterized protein YjiK
COG3205	215	218	199	335	207	373	18	142	105	137	337	67	Uncharacterized membrane protein
COG3206	11350	14890	12970	15912	11526	11988	18550	17659	13757	11563	28122	7732	Uncharacterized protein involved in exopolysaccharide biosynthesis
COG3207	292	205	73	210	127	308	49	60	96	61	233	104	Pyoverdine/dityrosine biosynthesis protein Dit1
COG3208	1947	1091	1459	1237	1165	1329	1764	2267	917	1395	2913	884	Surfactin synthase thioesterase subunit
COG3209	12905	8086	8777	7134	8769	8055	14437	18305	16347	14352	29128	2700	"Uncharacterized conserved protein RhaS, contains 28 RHS repeats"
COG3210	47	47	20	31	80	29	443	744	184	245	239	54	Large exoprotein involved in heme utilization or adhesion
COG3211	2116	2672	2655	3184	1927	2439	3257	2739	2257	1595	4581	2886	"Secreted phosphatase, PhoX family"
COG3212	573	697	793	659	572	726	972	1231	585	1267	2708	438	Uncharacterized membrane protein YkoI
COG3213	791	432	1094	1062	563	1114	2157	1741	2150	1859	3164	798	Uncharacterized protein involved in response to NO
COG3214	3981	3655	3465	2968	2558	2711	2619	1064	2391	1347	8040	5977	"Uncharacterized conserved protein YcaQ, contains winged helix DNA-binding domain"
COG3215	839	805	633	949	821	632	312	421	422	490	1379	644	Tfp pilus assembly protein PilZ
COG3216	872	689	549	866	834	567	610	525	314	661	1728	825	"Uncharacterized conserved protein, DUF2062 family"
COG3217	3113	3578	2757	3093	2665	2347	4580	2101	2425	2132	7328	2851	"Uncharacterized conserved protein YcbX, contains MOSC and Fe-S domains"
COG3218	1287	1625	1298	1698	1450	964	1090	1206	559	1070	1887	454	"ABC-type uncharacterized transport system, auxiliary component"
COG3219	462	366	257	430	325	222	903	515	264	1086	867	192	Uncharacterized protein
COG3220	3332	3361	3185	4040	2454	2424	1560	3140	1165	2102	4192	2029	"Uncharacterized conserved protein, UPF0276 family"
COG3221	2576	2434	2735	2201	2750	2133	3040	2078	1526	1293	8186	2704	"ABC-type phosphate/phosphonate transport system, periplasmic component"
COG3222	1819	1743	2486	1784	1616	1178	3524	2311	2398	1981	4457	1233	"Uncharacterized conserved protein, glycosyltransferase A (GT-A) superfamily, DUF2064 family"
COG3223	115	35	36	38	44	48	61	24	13	62	390	98	Phosphate starvation-inducible membrane PsiE (function unknown)
COG3224	491	499	461	423	348	244	225	865	397	490	1668	568	Antibiotic biosynthesis monooxygenase (ABM) superfamily enzyme
COG3225	2674	3604	3077	3624	2809	2908	4536	4617	4023	3817	7732	2520	"ABC-type uncharacterized transport system involved in gliding motility, auxiliary component"
COG3226	1668	1788	1271	1444	1193	1062	3095	618	888	654	3076	1059	DNA-binding transcriptional regulator YbjK
COG3227	933	949	900	555	501	695	887	460	429	922	3884	3046	Zn-dependent metalloprotease
COG3228	414	588	458	462	560	466	97	217	325	226	1437	865	"Mlc titration factor MtfA, regulates ptsG expression"
COG3230	102	122	125	159	180	149	426	298	75	118	296	234	Heme oxygenase
COG3231	668	395	421	447	307	293	1084	397	243	307	919	212	Aminoglycoside phosphotransferase
COG3232	203	278	238	335	239	362	144	197	87	128	378	184	5-carboxymethyl-2-hydroxymuconate isomerase
COG3233	367	418	343	529	339	361	1036	793	1486	818	1960	469	Predicted deacetylase
COG3234	365	211	290	381	260	223	62	180	271	130	1325	205	"Uncharacterized conserved protein YfaT, DUF1175 family"
COG3235	33	35	42	91	54	104	15	28	49	4	85	31	Uncharacterized membrane protein
COG3236	716	471	417	537	707	667	226	531	440	517	1691	323	"Predicted NAD-dependent protein-ADP-ribosyltransferase YbiA, DUF1768 family"
COG3237	3008	3672	3484	3755	2988	3024	2206	3077	2083	2349	6633	2086	"Uncharacterized conserved protein YjbJ, UPF0337 family"
COG3238	345	749	396	520	500	363	721	419	581	550	2152	1023	"Uncharacterized membrane protein YdcZ, DUF606 family"
COG3239	6317	7669	5213	7353	5353	5125	4429	2951	3328	3223	12595	5776	Fatty acid desaturase
COG3240	770	869	661	961	761	728	3673	1652	902	902	1527	703	Phospholipase/lecithinase/hemolysin
COG3241	212	303	232	276	239	250	81	156	221	188	871	333	Azurin
COG3242	346	654	436	527	791	392	190	562	170	584	868	290	"Uncharacterized conserved protein YjeT, DUF2065 family"
COG3243	7081	7529	8424	8968	6095	6358	8562	4550	3523	4719	10369	6621	Poly(3-hydroxyalkanoate) synthetase
COG3245	667	647	693	838	541	624	499	930	431	602	2247	729	Cytochrome c5
COG3246	4471	5504	4709	5814	4245	3662	3798	3008	2443	2159	6787	3809	"Uncharacterized conserved protein, DUF849 family"
COG3247	2633	3221	3643	3038	3388	2992	3771	5030	3017	2910	7190	2480	"Uncharacterized membrane protein HdeD, DUF308 family"
COG3248	128	175	51	119	84	58	21	85	77	144	172	130	Nucleoside-specific outer membrane channel protein Tsx
COG3249	301	263	307	334	224	284	125	408	100	375	407	188	Uncharacterized protein
COG3250	13462	13246	12134	13249	11353	9935	13302	10646	11172	6840	22932	8866	Beta-galactosidase/beta-glucuronidase
COG3251	924	346	591	528	373	439	599	587	355	413	995	306	"Uncharacterized conserved protein YbdZ, MbtH family"
COG3252	561	526	430	499	533	571	573	483	549	665	984	652	Methenyltetrahydromethanopterin cyclohydrolase
COG3253	2671	3158	3418	3135	2066	2524	8498	3685	5426	2924	8472	3061	Chlorite dismutase
COG3254	2250	1788	1602	1894	1754	1291	3155	2431	2304	1718	3605	1070	L-rhamnose mutarotase
COG3255	1737	1587	1451	1042	1241	945	6753	2120	4145	2807	7188	1423	Putative sterol carrier protein
COG3256	1043	1570	2009	1324	2168	2006	8315	6711	3506	3815	5323	2705	Nitric oxide reductase large subunit
COG3257	1070	1434	1158	1172	800	567	1072	433	365	258	2323	867	"Uncharacterized protein, possibly involved in glyoxylate utilization"
COG3258	4939	6909	7141	7618	6300	6200	6874	7903	4769	5320	12236	5665	Cytochrome c
COG3259	2125	2268	3778	2257	2949	2315	1702	2705	1817	2012	5180	1340	"Coenzyme F420-reducing hydrogenase, alpha subunit"
COG3260	1359	1133	1312	1269	1246	1022	6124	1977	1860	2185	3313	974	"Ni,Fe-hydrogenase III small subunit"
COG3261	2827	1858	2559	2448	1895	1975	8338	2672	2257	2774	4647	1935	"Ni,Fe-hydrogenase III large subunit"
COG3262	818	580	758	632	893	696	2544	1502	988	1574	2282	488	"Ni,Fe-hydrogenase III component G"
COG3263	1911	2033	1714	1822	1569	1954	4224	1787	2693	1745	6738	3720	NhaP-type Na+/H+ and K+/H+ antiporter with C-terminal TrkAC and CorC domains
COG3264	6514	6737	5514	6374	5691	5571	13493	8951	9767	7990	19042	6163	Small-conductance mechanosensitive channel
COG3265	1891	1860	1967	1869	1902	1525	1645	1188	1022	1367	4088	1144	Gluconate kinase
COG3266	2157	1175	1290	926	1467	964	2210	2852	2642	1835	5841	330	"Cell division protein DamX, binds to the septal ring, contains C-terminal SPOR domain"
COG3267	5734	6944	7200	8270	4863	5173	8205	6748	4320	5439	11137	5302	"Type II secretory pathway, component ExeA (predicted ATPase)"
COG3268	1664	1365	1378	1668	1010	1204	1824	726	886	766	2606	1474	"Uncharacterized conserved protein, related to short-chain dehydrogenases"
COG3269	102	137	156	148	274	177	4493	716	2612	971	910	230	"Predicted RNA-binding protein, contains TRAM domain"
COG3270	45	66	43	56	129	24	40	49	18	26	140	77	"Ribosome biogenesis protein, NOL1/NOP2/fmu family"
COG3271	289	257	242	362	543	221	774	793	539	451	553	143	Predicted double-glycine peptidase
COG3272	169	212	114	223	218	243	616	259	214	331	667	449	"Uncharacterized conserved protein YbgA, DUF1722 family"
COG3273	282	313	302	227	301	126	765	234	227	220	1240	499	"Uncharacterized conserved protein, contains PhoU and TrkA_C domains"
COG3274	567	417	394	375	453	348	653	517	669	513	865	110	"Surface polysaccharide O-acyltransferase, integral membrane enzyme"
COG3275	7974	9310	8810	10201	8020	7836	6798	5346	5164	3661	14617	9050	"Sensor histidine kinase, LytS/YehU family"
COG3276	4336	4674	5124	4335	3111	3470	6696	4406	4898	3422	10629	5014	Selenocysteine-specific translation elongation factor
COG3277	45	46	46	130	120	50	1576	176	1092	429	153	31	rRNA processing protein Gar1
COG3278	1952	2071	2081	2211	2343	2146	2832	2047	2137	2217	5194	2715	"Cbb3-type cytochrome oxidase, subunit 1"
COG3279	9257	11242	10296	12831	8953	9403	5167	5637	4768	3928	15065	9448	"DNA-binding response regulator, LytR/AlgR family"
COG3280	6754	9848	9349	7886	7150	7556	13249	4662	6946	5033	17998	7205	Maltooligosyltrehalose synthase
COG3281	3635	4551	3776	3530	3206	3376	9580	4355	5504	3142	9432	3503	Predicted trehalose synthase
COG3283	2045	2210	2317	2577	1943	1789	2284	2473	1981	1635	4709	1655	Transcriptional regulator of aromatic amino acids metabolism
COG3284	2352	2110	2547	2519	1498	1378	1962	1924	1357	1801	4233	2053	Transcriptional regulator of acetoin/glycerol metabolism
COG3285	9309	12782	11829	10219	8122	9131	14178	7264	9373	6037	28245	16033	Eukaryotic-type DNA primase
COG3286	182	65	52	49	61	29	80	68	171	139	191	22	Uncharacterized protein
COG3287	1207	717	695	1013	624	747	275	767	724	481	1707	567	"Uncharacterized conserved protein, contains FIST_N domain"
COG3288	7841	10524	10632	10897	7849	8039	14815	8407	9505	5706	16017	9320	NAD/NADP transhydrogenase alpha subunit
COG3290	5789	4803	4689	4816	3489	3801	3623	3667	4580	3174	11676	4491	Sensor histidine kinase regulating citrate/malate metabolism
COG3291	2973	3486	2630	2678	6617	2434	5795	2814	4839	3468	10105	4050	PKD repeat
COG3292	10740	13619	11811	15538	10697	10205	8548	6155	5753	4318	19074	10586	Periplasmic ligand-binding sensor domain
COG3293	11441	7803	9283	11150	7172	6770	19645	13604	8313	7176	15761	5435	Transposase
COG3294	765	843	666	245	475	548	871	536	1211	475	2602	1393	"Metal-dependent phosphatase/phosphodiesterase, HD supefamily"
COG3295	398	446	291	390	462	334	132	299	137	146	555	642	Uncharacterized protein
COG3296	682	572	272	600	458	313	1174	261	409	280	1187	415	"Uncharacterized conserved protein, Tic20 family"
COG3297	396	676	374	564	692	390	451	446	155	363	866	331	"Type II secretory pathway, component PulL"
COG3298	211	294	229	265	178	143	46	212	42	228	438	239	Predicted 3'-5' exonuclease related to the exonuclease domain of PolB
COG3299	723	405	324	282	446	471	2167	1247	1355	1082	1426	505	Uncharacterized phage protein gp47/JayE
COG3300	2158	2510	2785	3217	1805	1993	1182	887	407	636	3408	937	"MHYT domain, NO-binding membrane sensor"
COG3301	1595	981	1782	950	1167	1239	4001	2030	3441	1535	7125	713	"Formate-dependent nitrite reductase, membrane component NrfD"
COG3302	789	587	677	836	796	538	1470	1265	641	722	1274	405	DMSO reductase anchor subunit
COG3303	2129	2965	3412	2671	2465	2375	2232	6872	2675	2947	6507	2994	"Formate-dependent nitrite reductase, periplasmic cytochrome c552 subunit"
COG3304	606	631	494	626	522	495	1461	620	348	427	966	384	"Uncharacterized membrane protein YccF, DUF307 family"
COG3305	2076	1667	1935	1644	1278	1242	2914	2218	1851	1136	3580	1102	"Uncharacterized membrane protein, DUF2068 family"
COG3306	367	910	346	598	835	820	436	403	131	268	872	222	"Glycosyltransferase involved in LPS biosynthesis, GR25 family"
COG3307	8242	9470	8166	8205	7801	7535	17194	16970	15813	10349	31077	4932	O-antigen ligase
COG3308	182	94	46	98	95	63	285	53	30	80	306	138	Uncharacterized membrane protein
COG3309	33	79	17	24	36	67	423	62	97	33	111	27	Virulence-associated protein VapD (function unknown)
COG3310	271	178	200	188	93	130	187	49	95	56	246	170	Uncharacterized protein
COG3311	2912	2659	2000	2548	2257	2209	5116	3539	4019	3505	7260	1089	Predicted DNA-binding transcriptional regulator AlpA
COG3312	172	172	112	247	167	124	311	121	19	174	361	91	FoF1-type ATP synthase assembly protein I
COG3313	415	635	497	521	405	381	452	418	150	315	963	420	"Predicted Fe-S protein YdhL, DUF1289 family"
COG3314	51	97	60	38	57	44	86	0	55	27	116	71	"Uncharacterized membrane protein YjiH, contains nucleoside recognition GATE domain"
COG3315	5128	3583	3218	4420	2757	3099	8138	3120	3028	1620	8100	2462	O-Methyltransferase involved in polyketide biosynthesis
COG3316	3547	2378	4070	3643	1353	1874	10142	2687	6293	2607	2946	1781	Transposase (or an inactivated derivative)
COG3317	737	461	475	425	544	425	513	309	243	399	1071	637	Uncharacterized lipoprotein
COG3318	2324	2611	2397	2683	1999	2098	4095	3694	3091	1790	4814	2092	"Uncharacterized conserved protein YecA, UPF0149 family, contains C-terminal Zn-binding SEC-C motif"
COG3319	3162	3915	4237	4450	3411	3566	2003	3734	1854	2833	9235	2127	Thioesterase domain of type I polyketide synthase or non-ribosomal peptide synthetase
COG3320	3685	4277	3959	4462	2433	2807	19200	3311	2482	2229	7292	2176	Thioester reductase domain of alpha aminoadipate reductase Lys2 and NRPSs
COG3321	16043	13545	17570	10987	12189	10345	17717	10848	6223	9867	27544	8841	Acyl transferase domain in polyketide synthase (PKS) enzymes
COG3322	542	970	577	905	496	419	382	403	292	519	1189	206	Extracellular (periplasmic) sensor domain CHASE (specificity unknown)
COG3323	274	609	273	178	442	389	488	226	576	281	1725	634	Uncharacterized protein
COG3324	15282	17659	14920	15836	12748	12615	13479	8255	12079	7031	36792	14535	Predicted enzyme related to lactoylglutathione lyase
COG3325	2451	1685	1602	2081	1717	1785	1496	1192	1116	856	2847	1383	"Chitinase, GH18 family"
COG3326	97	135	93	90	63	66	16	11	21	9	251	100	"Uncharacterized membrane protein YsdA, DUF1294 family"
COG3327	2158	1798	1658	1763	973	1269	4606	1460	2154	1031	3521	950	DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)
COG3328	14664	9613	14353	17155	7212	9105	92823	35471	42167	19518	35868	8199	Transposase (or an inactivated derivative)
COG3329	174	217	107	198	161	261	368	203	149	171	519	110	Uncharacterized conserved protein
COG3330	301	375	346	316	391	323	539	593	718	389	1418	305	Uncharacterized conserved protein
COG3331	33	19	48	12	16	9	41	0	10	11	171	50	"Penicillin-binding protein-related factor A, putative recombinase"
COG3332	996	1071	804	1201	1140	720	2086	899	452	908	2133	678	"Uncharacterized conserved protein, contains NRDE domain"
COG3333	1477	2970	2313	2189	2232	2428	1657	2044	1709	1785	10287	8097	TctA family transporter
COG3334	288	441	349	380	374	425	1226	770	511	849	1832	127	"Flagellar motility protein MotE, a chaperone for MotC folding"
COG3335	9454	5492	8102	8978	4928	4567	12811	6741	5887	4485	12411	4202	Transposase
COG3336	4589	5533	3855	3953	3330	2975	13403	4538	8316	3920	13335	3246	Cytochrome c oxidase assembly factor CtaG
COG3337	29	39	45	53	85	39	1360	609	472	532	508	36	"CRISPR/Cas system CMR-associated protein Cmr5, small subunit"
COG3338	675	915	1043	1081	575	664	205	410	201	249	728	904	Carbonic anhydrase
COG3339	958	760	769	507	652	722	816	722	848	795	4782	1193	"Uncharacterized membrane protein YkvA, DUF1232 family"
